action_id,disruption_id,action_type,supplier_id,component_id,factory_id,route_id,source_location,destination_location,available_capacity,action_cost,time_saved_days,risk_score,implementation_time,success_probability,feasible
A024882,D016588,Expedite_Shipment,,,F007,R0170,S085,F007,10000,79.84,7,0.05,7,0.95,True
A024883,D016589,Switch_Supplier,S022,C022,F008,,S022,F008,10000,63713.65,0,0.2281,16,0.7719,False
A024884,D016589,Use_Backup_Inventory,,C020,F008,R0854,W027,W028,5719,4364.16,10,0.05,1,0.95,False
A024885,D016590,Reallocate_Inventory,,C296,F008,R0856,W028,W029,10000,178.99,8,0.05,1,0.95,True
A024886,D016591,Increase_Production,,,F008,,,,1764,37967.12,1,0.05,3,0.95,True
A024887,D016591,Reschedule_Production,,,F008,,,,4153,5062.28,1,0.05,3,0.95,True
A024888,D016592,Expedite_Shipment,,,F008,R0194,S097,F008,10000,184.02,3,0.05,3,0.95,True
A024889,D016593,Switch_Supplier,S006,C006,F009,,S006,F009,10000,1007.5,4,0.0352,3,0.9648,True
A024890,D016593,Use_Backup_Inventory,,C383,F009,R0959,W025,W024,8342,68.26,5,0.05,2,0.95,True
A024891,D016594,Reallocate_Inventory,,C153,F009,R0818,W009,W010,2267,492.94,9,0.05,1,0.95,True
A024892,D016595,Increase_Production,,,F009,,,,2040,13835.04,3,0.05,6,0.95,True
A024893,D016595,Reschedule_Production,,,F009,,,,1429,1844.67,3,0.05,6,0.95,True
A024894,D016596,Expedite_Shipment,,,F009,R0062,S031,F009,10000,176.24,3,0.05,3,0.95,True
A024895,D016597,Switch_Supplier,S021,C021,F010,,S021,F010,10000,12200.0,0,0.1103,21,0.8897,False
A024896,D016597,Use_Backup_Inventory,,C153,F010,R0807,W004,W005,2200,170.09,5,0.05,2,0.95,True
A024897,D016598,Reallocate_Inventory,,C130,F010,R0825,W013,W014,4653,391.04,7,0.05,4,0.95,True
A024898,D016599,Increase_Production,,,F010,,,,576,3152.7,4,0.05,7,0.95,True
A024899,D016599,Reschedule_Production,,,F010,,,,545,420.36,4,0.05,7,0.95,True
A024900,D016600,Expedite_Shipment,,,F010,R0048,S024,F010,10000,110.16,3,0.05,3,0.95,True
A024901,D016601,Switch_Supplier,S037,C037,F011,,S037,F011,10000,30925.6,0,0.1628,5,0.8372,False
A024902,D016601,Use_Backup_Inventory,,C382,F011,R0843,W022,W023,10000,393.78,0,0.05,3,0.95,False
A024903,D016602,Reallocate_Inventory,,C122,F011,R0810,W005,W006,10000,146.47,3,0.05,1,0.95,True
A024904,D016603,Increase_Production,,,F011,,,,2070,229073.04,4,0.05,6,0.95,False
A024905,D016603,Reschedule_Production,,,F011,,,,1636,30543.07,4,0.05,6,0.95,False
A024906,D016604,Expedite_Shipment,,,F011,R0192,S096,F011,10000,180.81,6,0.05,6,0.95,True
A024907,D016605,Switch_Supplier,S009,C009,F012,,S009,F012,10000,20976.0,0,0.1422,24,0.8578,False
A024908,D016605,Use_Backup_Inventory,,C450,F012,R0980,W005,W001,10000,1186.87,2,0.05,1,0.95,True
A024909,D016606,Reallocate_Inventory,,C074,F012,R0911,W014,W020,6501,298.74,13,0.05,1,0.95,True
A024910,D016607,Increase_Production,,,F012,,,,4448,89399.48,2,0.05,3,0.95,True
A024911,D016607,Reschedule_Production,,,F012,,,,6649,11919.93,2,0.05,3,0.95,True
A024912,D016608,Expedite_Shipment,,,F012,R0184,S092,F012,10000,39.86,5,0.05,6,0.95,True
A024913,D016609,Switch_Supplier,S022,C022,F013,,S022,F013,10000,72836.5,0,0.2281,16,0.7719,False
A024914,D016609,Use_Backup_Inventory,,C469,F013,R0851,W026,W027,10000,1736.81,2,0.05,4,0.95,True
A024915,D016610,Reallocate_Inventory,,C248,F013,R0828,W014,W015,4444,1419.23,2,0.05,1,0.95,False
A024916,D016611,Increase_Production,,,F013,,,,740,138308.22,2,0.05,4,0.95,False
A024917,D016611,Reschedule_Production,,,F013,,,,663,18441.1,2,0.05,4,0.95,False
A024918,D016612,Expedite_Shipment,,,F013,R0074,S037,F013,10000,173.18,1,0.05,2,0.95,True
A024919,D016613,Switch_Supplier,S012,C012,F014,,S012,F014,10000,6919.85,5,0.2628,5,0.7372,True
A024920,D016613,Use_Backup_Inventory,,C423,F014,R0816,W008,W009,2815,357.15,9,0.05,1,0.95,True
A024921,D016614,Reallocate_Inventory,,C127,F014,R0815,W008,W009,6145,297.71,9,0.05,2,0.95,True
A024922,D016615,Increase_Production,,,F014,,,,1291,331.56,2,0.05,4,0.95,True
A024923,D016615,Reschedule_Production,,,F014,,,,1280,44.21,2,0.05,4,0.95,True
A024924,D016616,Expedite_Shipment,,,F014,R0046,S023,F014,10000,333.58,1,0.05,2,0.95,True
A024925,D016617,Switch_Supplier,S037,C037,F015,,S037,F015,10000,83162.0,0,0.1628,5,0.8372,False
A024926,D016617,Use_Backup_Inventory,,C226,F015,R0838,W019,W020,4187,3788.62,2,0.05,1,0.95,False
A024927,D016618,Reallocate_Inventory,,C336,F015,R0919,W013,W009,10000,144.39,8,0.05,1,0.95,True
A024928,D016619,Increase_Production,,,F015,,,,4725,250281.87,4,0.05,8,0.95,False
A024929,D016619,Reschedule_Production,,,F015,,,,3209,33370.92,4,0.05,8,0.95,False
A024930,D016620,Expedite_Shipment,,,F015,R0069,S035,F015,10000,23.59,2,0.05,3,0.95,True
A024931,D016621,Switch_Supplier,S018,C018,F016,,S018,F016,10000,25500.2,0,0.0862,16,0.9138,False
A024932,D016621,Use_Backup_Inventory,,C086,F016,R0875,W027,W001,10000,771.39,0,0.05,4,0.95,False
A024933,D016622,Reallocate_Inventory,,C075,F016,R0840,W020,W021,5308,793.85,2,0.05,1,0.95,False
A024934,D016623,Increase_Production,,,F016,,,,2440,78035.1,4,0.05,6,0.95,True
A024935,D016623,Reschedule_Production,,,F016,,,,6402,10404.68,4,0.05,6,0.95,True
A024936,D016624,Expedite_Shipment,,,F016,R0042,S021,F016,10000,224.63,7,0.05,7,0.95,True
A024937,D016625,Switch_Supplier,S001,C001,F017,,S001,F017,10000,1963.0,0,0.2032,18,0.7968,False
A024938,D016625,Use_Backup_Inventory,,C359,F017,R0804,W002,W003,10000,1082.8,3,0.05,1,0.95,True
A024939,D016626,Reallocate_Inventory,,C359,F017,R0807,W004,W005,10000,258.82,6,0.05,2,0.95,True
A024940,D016627,Increase_Production,,,F017,,,,1638,8824.2,1,0.05,2,0.95,True
A024941,D016627,Reschedule_Production,,,F017,,,,5279,1176.56,1,0.05,2,0.95,True
A024942,D016628,Expedite_Shipment,,,F017,R0025,S013,F017,10000,299.07,2,0.05,2,0.95,True
A024943,D016629,Switch_Supplier,S023,C023,F018,,S023,F018,10000,23533.1,0,0.2929,10,0.7071,False
A024944,D016629,Use_Backup_Inventory,,C493,F018,R0912,W014,W020,5857,516.88,7,0.05,1,0.95,True
A024945,D016630,Reallocate_Inventory,,C085,F018,R0876,W027,W001,10000,2164.48,3,0.05,1,0.95,True
A024946,D016631,Increase_Production,,,F018,,,,373,122247.62,2,0.05,3,0.95,False
A024947,D016631,Reschedule_Production,,,F018,,,,1631,16299.68,2,0.05,3,0.95,False
A024948,D016632,Expedite_Shipment,,,F018,R0068,S034,F018,10000,154.08,5,0.05,5,0.95,True
A024949,D016633,Switch_Supplier,S020,C020,F019,,S020,F019,10000,51837.4,10,0.0739,4,0.9261,True
A024950,D016633,Use_Backup_Inventory,,C087,F019,R0876,W027,W001,6129,3772.09,13,0.05,1,0.95,True
A024951,D016634,Reallocate_Inventory,,C132,F019,R0835,W018,W019,10000,571.51,2,0.05,2,0.95,True
A024952,D016635,Increase_Production,,,F019,,,,720,200078.84,1,0.05,2,0.95,False
A024953,D016635,Reschedule_Production,,,F019,,,,1833,26677.18,1,0.05,2,0.95,False
A024954,D016636,Expedite_Shipment,,,F019,R0080,S040,F019,10000,647.08,2,0.05,2,0.95,True
A024955,D016637,Switch_Supplier,S018,C018,F020,,S018,F020,10000,15327.8,0,0.0862,16,0.9138,False
A024956,D016637,Use_Backup_Inventory,,C439,F020,R0840,W020,W021,2877,278.9,2,0.05,1,0.95,True
A024957,D016638,Reallocate_Inventory,,C481,F020,R0804,W002,W003,10000,1158.12,9,0.05,1,0.95,True
A024958,D016639,Increase_Production,,,F020,,,,1152,93785.52,0,0.05,2,0.95,False
A024959,D016639,Reschedule_Production,,,F020,,,,1985,12504.74,0,0.05,2,0.95,False
A024960,D016640,Expedite_Shipment,,,F020,R0141,S071,F020,10000,262.46,3,0.05,4,0.95,True
A024961,D016641,Switch_Supplier,S018,C018,F001,,S018,F001,10000,37878.35,0,0.0862,16,0.9138,False
A024962,D016641,Use_Backup_Inventory,,C230,F001,R0842,W021,W022,10000,1765.21,2,0.05,1,0.95,True
A024963,D016642,Reallocate_Inventory,,C216,F001,R0957,W012,W014,10000,951.26,7,0.05,3,0.95,True
A024964,D016643,Increase_Production,,,F001,,,,564,390806.52,3,0.05,6,0.95,False
A024965,D016643,Reschedule_Production,,,F001,,,,973,52107.54,3,0.05,6,0.95,False
A024966,D016644,Expedite_Shipment,,,F001,R0060,S030,F001,10000,212.5,6,0.05,6,0.95,True
A024967,D016645,Switch_Supplier,S007,C007,F002,,S007,F002,10000,6219.7,0,0.137,17,0.863,False
A024968,D016645,Use_Backup_Inventory,,C319,F002,R0839,W020,W021,10000,153.32,10,0.05,1,0.95,True
A024969,D016646,Reallocate_Inventory,,C459,F002,R0899,W012,W016,10000,337.71,11,0.05,1,0.95,True
A024970,D016647,Increase_Production,,,F002,,,,2000,62124.81,2,0.05,5,0.95,False
A024971,D016647,Reschedule_Production,,,F002,,,,1953,8283.31,2,0.05,5,0.95,False
A024972,D016648,Expedite_Shipment,,,F002,R0038,S019,F002,10000,82.58,6,0.05,7,0.95,True
A024973,D016649,Switch_Supplier,S029,C029,F003,,S029,F003,10000,6269.6,0,0.1237,17,0.8763,False
A024974,D016649,Use_Backup_Inventory,,C367,F003,R0814,W007,W008,10000,433.67,4,0.05,1,0.95,True
A024975,D016650,Reallocate_Inventory,,C408,F003,R0841,W021,W022,10000,618.93,1,0.05,2,0.95,True
A024976,D016651,Increase_Production,,,F003,,,,2822,76059.06,3,0.05,6,0.95,True
A024977,D016651,Reschedule_Production,,,F003,,,,5361,10141.21,3,0.05,6,0.95,True
A024978,D016652,Expedite_Shipment,,,F003,R0029,S015,F003,10000,132.92,3,0.05,4,0.95,True
A024979,D016653,Switch_Supplier,S049,C049,F004,,S049,F004,10000,36227.8,0,0.0302,16,0.9698,False
A024980,D016653,Use_Backup_Inventory,,C169,F004,R0839,W020,W021,10000,147.28,12,0.05,1,0.95,True
A024981,D016654,Reallocate_Inventory,,C047,F004,R0960,W025,W024,10000,2079.43,7,0.05,1,0.95,True
A024982,D016655,Increase_Production,,,F004,,,,1339,13468.32,2,0.05,4,0.95,True
A024983,D016655,Reschedule_Production,,,F004,,,,5504,1795.78,2,0.05,4,0.95,True
A024984,D016656,Expedite_Shipment,,,F004,R0007,S004,F004,10000,54.24,5,0.05,6,0.95,True
A024985,D016657,Switch_Supplier,S024,C024,F005,,S024,F005,10000,6912.15,4,0.1204,7,0.8796,True
A024986,D016657,Use_Backup_Inventory,,C262,F005,R0932,W028,W022,6742,178.81,10,0.05,1,0.95,True
A024987,D016658,Reallocate_Inventory,,C384,F005,R0915,W002,W025,9661,108.73,10,0.05,2,0.95,True
A024988,D016659,Increase_Production,,,F005,,,,1596,41901.6,4,0.05,7,0.95,True
A024989,D016659,Reschedule_Production,,,F005,,,,7252,5586.88,4,0.05,7,0.95,True
A024990,D016660,Expedite_Shipment,,,F005,R0092,S046,F005,10000,254.04,3,0.05,4,0.95,True
A024991,D016661,Switch_Supplier,S012,C012,F006,,S012,F006,10000,34837.25,4,0.2628,5,0.7372,True
A024992,D016661,Use_Backup_Inventory,,C228,F006,R0874,W019,W023,10000,874.03,8,0.05,1,0.95,True
A024993,D016662,Reallocate_Inventory,,C328,F006,R0805,W003,W004,10000,1250.83,1,0.05,4,0.95,True
A024994,D016663,Increase_Production,,,F006,,,,997,2294.64,1,0.05,2,0.95,True
A024995,D016663,Reschedule_Production,,,F006,,,,1550,305.95,1,0.05,2,0.95,True
A024996,D016664,Expedite_Shipment,,,F006,R0083,S042,F006,10000,59.47,5,0.05,5,0.95,True
A024997,D016665,Switch_Supplier,S009,C009,F007,,S009,F007,10000,11173.4,0,0.1422,24,0.8578,False
A024998,D016665,Use_Backup_Inventory,,C484,F007,R0821,W011,W012,6197,413.18,11,0.05,2,0.95,True
A024999,D016666,Reallocate_Inventory,,C184,F007,R0945,W011,W005,10000,775.4,11,0.05,2,0.95,True
A025000,D016667,Increase_Production,,,F007,,,,3108,94429.95,4,0.05,7,0.95,True
A025001,D016667,Reschedule_Production,,,F007,,,,3061,12590.66,4,0.05,7,0.95,True
A025002,D016668,Expedite_Shipment,,,F007,R0190,S095,F007,10000,65.96,5,0.05,6,0.95,True
A025003,D016669,Switch_Supplier,S022,C022,F008,,S022,F008,10000,22906.4,0,0.2281,16,0.7719,False
A025004,D016669,Use_Backup_Inventory,,C020,F008,R0932,W028,W022,5266,536.09,12,0.05,1,0.95,True
A025005,D016670,Reallocate_Inventory,,C296,F008,R0859,W030,W001,10000,112.96,11,0.05,1,0.95,True
A025006,D016671,Increase_Production,,,F008,,,,1764,115949.61,5,0.05,9,0.95,False
A025007,D016671,Reschedule_Production,,,F008,,,,4153,15459.95,5,0.05,9,0.95,True
A025008,D016672,Expedite_Shipment,,,F008,R0039,S020,F008,10000,195.15,1,0.05,2,0.95,True
A025009,D016673,Switch_Supplier,S008,C008,F009,,S008,F009,10000,6714.7,3,0.1276,9,0.8724,True
A025010,D016673,Use_Backup_Inventory,,C165,F009,R0830,W015,W016,5463,453.4,11,0.05,1,0.95,True
A025011,D016674,Reallocate_Inventory,,C231,F009,R0844,W022,W023,8209,682.3,7,0.05,1,0.95,True
A025012,D016675,Increase_Production,,,F009,,,,2040,22730.4,4,0.05,7,0.95,True
A025013,D016675,Reschedule_Production,,,F009,,,,1429,3030.72,4,0.05,7,0.95,True
A025014,D016676,Expedite_Shipment,,,F009,R0006,S003,F009,10000,33.35,4,0.05,5,0.95,True
A025015,D016677,Switch_Supplier,S007,C007,F010,,S007,F010,10000,3022.9,0,0.137,17,0.863,False
A025016,D016677,Use_Backup_Inventory,,C324,F010,R0851,W026,W027,5765,266.86,5,0.05,4,0.95,True
A025017,D016678,Reallocate_Inventory,,C324,F010,R0848,W024,W025,5642,635.7,5,0.05,1,0.95,True
A025018,D016679,Increase_Production,,,F010,,,,576,147973.5,2,0.05,4,0.95,False
A025019,D016679,Reschedule_Production,,,F010,,,,545,19729.8,2,0.05,4,0.95,False
A025020,D016680,Expedite_Shipment,,,F010,R0087,S044,F010,10000,133.19,3,0.05,3,0.95,True
A025021,D016681,Switch_Supplier,S007,C007,F011,,S007,F011,10000,13331.1,0,0.137,17,0.863,False
A025022,D016681,Use_Backup_Inventory,,C361,F011,R0806,W003,W004,10000,2830.88,8,0.05,1,0.95,True
A025023,D016682,Reallocate_Inventory,,C122,F011,R0813,W007,W008,10000,539.2,6,0.05,4,0.95,True
A025024,D016683,Increase_Production,,,F011,,,,2070,126483.21,4,0.05,7,0.95,True
A025025,D016683,Reschedule_Production,,,F011,,,,1636,16864.43,4,0.05,7,0.95,False
A025026,D016684,Expedite_Shipment,,,F011,R0163,S082,F011,10000,509.75,7,0.05,7,0.95,True
A025027,D016685,Switch_Supplier,S009,C009,F012,,S009,F012,10000,2672.6,0,0.1422,24,0.8578,False
A025028,D016685,Use_Backup_Inventory,,C450,F012,R0806,W003,W004,10000,557.43,10,0.05,1,0.95,True
A025029,D016686,Reallocate_Inventory,,C374,F012,R0835,W018,W019,2314,294.72,8,0.05,2,0.95,True
A025030,D016687,Increase_Production,,,F012,,,,4448,36473.4,4,0.05,7,0.95,True
A025031,D016687,Reschedule_Production,,,F012,,,,6649,4863.12,4,0.05,7,0.95,True
A025032,D016688,Expedite_Shipment,,,F012,R0136,S068,F012,10000,71.34,3,0.05,4,0.95,True
A025033,D016689,Switch_Supplier,S010,C010,F013,,S010,F013,10000,16311.5,0,0.1074,17,0.8926,False
A025034,D016689,Use_Backup_Inventory,,C317,F013,R0848,W024,W025,10000,873.8,3,0.05,1,0.95,True
A025035,D016690,Reallocate_Inventory,,C076,F013,R0832,W016,W017,10000,2200.53,10,0.05,1,0.95,True
A025036,D016691,Increase_Production,,,F013,,,,740,19837.95,0,0.05,2,0.95,False
A025037,D016691,Reschedule_Production,,,F013,,,,663,2645.06,0,0.05,2,0.95,False
A025038,D016692,Expedite_Shipment,,,F013,R0146,S073,F013,10000,28.39,2,0.05,3,0.95,True
A025039,D016693,Switch_Supplier,S002,C002,F014,,S002,F014,10000,619.15,0,0.0535,18,0.9465,False
A025040,D016693,Use_Backup_Inventory,,C246,F014,R0820,W010,W011,10000,88.98,6,0.05,1,0.95,True
A025041,D016694,Reallocate_Inventory,,C023,F014,R0853,W027,W028,3396,401.72,10,0.05,4,0.95,True
A025042,D016695,Increase_Production,,,F014,,,,1291,12557.84,4,0.05,8,0.95,True
A025043,D016695,Reschedule_Production,,,F014,,,,1280,1674.38,4,0.05,8,0.95,True
A025044,D016696,Expedite_Shipment,,,F014,R0091,S046,F014,10000,543.78,1,0.05,2,0.95,True
A025045,D016697,Switch_Supplier,S008,C008,F015,,S008,F015,10000,8623.7,1,0.1276,9,0.8724,True
A025046,D016697,Use_Backup_Inventory,,C226,F015,R0831,W016,W017,3927,568.11,6,0.05,4,0.95,True
A025047,D016698,Reallocate_Inventory,,C140,F015,R0932,W028,W022,10000,893.38,8,0.05,1,0.95,True
A025048,D016699,Increase_Production,,,F015,,,,4725,5368.98,1,0.05,3,0.95,True
A025049,D016699,Reschedule_Production,,,F015,,,,3209,715.86,1,0.05,3,0.95,True
A025050,D016700,Expedite_Shipment,,,F015,R0077,S039,F015,10000,552.46,5,0.05,5,0.95,True
A025051,D016701,Switch_Supplier,S014,C014,F016,,S014,F016,10000,5041.6,6,0.1577,4,0.8423,True
A025052,D016701,Use_Backup_Inventory,,C121,F016,R0813,W007,W008,10000,253.0,6,0.05,4,0.95,True
A025053,D016702,Reallocate_Inventory,,C425,F016,R0956,W006,W011,10000,1070.83,8,0.05,1,0.95,True
A025054,D016703,Increase_Production,,,F016,,,,2440,71078.7,2,0.05,5,0.95,True
A025055,D016703,Reschedule_Production,,,F016,,,,6402,9477.16,2,0.05,5,0.95,True
A025056,D016704,Expedite_Shipment,,,F016,R0171,S086,F016,10000,158.34,5,0.05,5,0.95,True
A025057,D016705,Switch_Supplier,S076,C076,F017,,S076,F017,10000,9714.25,3,0.1525,5,0.8475,True
A025058,D016705,Use_Backup_Inventory,,C111,F017,R0931,W028,W022,10000,112.25,7,0.05,1,0.95,True
A025059,D016706,Reallocate_Inventory,,C241,F017,R0980,W005,W001,5676,812.53,10,0.05,1,0.95,True
A025060,D016707,Increase_Production,,,F017,,,,1638,52816.28,4,0.05,7,0.95,False
A025061,D016707,Reschedule_Production,,,F017,,,,5279,7042.17,4,0.05,7,0.95,True
A025062,D016708,Expedite_Shipment,,,F017,R0118,S059,F017,10000,164.63,3,0.05,4,0.95,True
A025063,D016709,Switch_Supplier,S020,C020,F018,,S020,F018,10000,30053.85,6,0.0739,4,0.9261,True
A025064,D016709,Use_Backup_Inventory,,C358,F018,R0805,W003,W004,10000,898.62,6,0.05,4,0.95,True
A025065,D016710,Reallocate_Inventory,,C324,F018,R0989,W024,W001,5642,57.46,9,0.05,1,0.95,True
A025066,D016711,Increase_Production,,,F018,,,,373,80823.44,2,0.05,3,0.95,False
A025067,D016711,Reschedule_Production,,,F018,,,,1631,10776.46,2,0.05,3,0.95,True
A025068,D016712,Expedite_Shipment,,,F018,R0076,S038,F018,10000,92.81,1,0.05,2,0.95,True
A025069,D016713,Switch_Supplier,S001,C001,F019,,S001,F019,10000,1357.0,0,0.2032,18,0.7968,False
A025070,D016713,Use_Backup_Inventory,,C364,F019,R0818,W009,W010,10000,1150.55,5,0.05,1,0.95,True
A025071,D016714,Reallocate_Inventory,,C319,F019,R0960,W025,W024,10000,395.8,3,0.05,1,0.95,True
A025072,D016715,Increase_Production,,,F019,,,,720,87084.03,4,0.05,8,0.95,False
A025073,D016715,Reschedule_Production,,,F019,,,,1833,11611.2,4,0.05,8,0.95,True
A025074,D016716,Expedite_Shipment,,,F019,R0037,S019,F019,10000,39.81,2,0.05,2,0.95,True
A025075,D016717,Switch_Supplier,S020,C020,F020,,S020,F020,10000,44980.5,10,0.0739,4,0.9261,True
A025076,D016717,Use_Backup_Inventory,,C439,F020,R0848,W024,W025,2440,1253.12,13,0.05,1,0.95,False
A025077,D016718,Reallocate_Inventory,,C052,F020,R0965,W025,W030,10000,340.77,5,0.05,2,0.95,True
A025078,D016719,Increase_Production,,,F020,,,,1152,104211.11,4,0.05,7,0.95,False
A025079,D016719,Reschedule_Production,,,F020,,,,1985,13894.81,4,0.05,7,0.95,False
A025080,D016720,Expedite_Shipment,,,F020,R0187,S094,F020,10000,118.21,3,0.05,4,0.95,True
A025081,D016721,Switch_Supplier,S007,C007,F001,,S007,F001,10000,4632.4,0,0.137,17,0.863,False
A025082,D016721,Use_Backup_Inventory,,C372,F001,R0826,W013,W014,10000,1062.22,8,0.05,1,0.95,True
A025083,D016722,Reallocate_Inventory,,C216,F001,R0812,W006,W007,10000,749.85,8,0.05,1,0.95,True
A025084,D016723,Increase_Production,,,F001,,,,564,9139.32,5,0.05,9,0.95,True
A025085,D016723,Reschedule_Production,,,F001,,,,973,1218.58,5,0.05,9,0.95,True
A025086,D016724,Expedite_Shipment,,,F001,R0052,S026,F001,10000,179.53,6,0.05,7,0.95,True
A025087,D016725,Switch_Supplier,S021,C021,F002,,S021,F002,10000,5670.0,0,0.1103,21,0.8897,False
A025088,D016725,Use_Backup_Inventory,,C017,F002,R0841,W021,W022,7378,131.27,2,0.05,2,0.95,True
A025089,D016726,Reallocate_Inventory,,C232,F002,R0960,W025,W024,10000,448.6,6,0.05,1,0.95,True
A025090,D016727,Increase_Production,,,F002,,,,2000,4627.43,3,0.05,6,0.95,True
A025091,D016727,Reschedule_Production,,,F002,,,,1953,616.99,3,0.05,6,0.95,True
A025092,D016728,Expedite_Shipment,,,F002,R0063,S032,F002,10000,74.81,7,0.05,7,0.95,True
A025093,D016729,Switch_Supplier,S013,C013,F003,,S013,F003,10000,5843.2,0,0.2748,15,0.7252,False
A025094,D016729,Use_Backup_Inventory,,C287,F003,R0959,W025,W024,10000,135.73,7,0.05,2,0.95,True
A025095,D016730,Reallocate_Inventory,,C387,F003,R0854,W027,W028,10000,395.95,6,0.05,1,0.95,True
A025096,D016731,Increase_Production,,,F003,,,,2822,211645.5,1,0.05,3,0.95,False
A025097,D016731,Reschedule_Production,,,F003,,,,5361,28219.4,1,0.05,3,0.95,True
A025098,D016732,Expedite_Shipment,,,F003,R0111,S056,F003,10000,292.3,4,0.05,4,0.95,True
A025099,D016733,Switch_Supplier,S012,C012,F004,,S012,F004,10000,13066.2,1,0.2628,5,0.7372,True
A025100,D016733,Use_Backup_Inventory,,C141,F004,R0853,W027,W028,6844,609.53,2,0.05,4,0.95,True
A025101,D016734,Reallocate_Inventory,,C144,F004,R0852,W026,W027,10000,472.48,8,0.05,1,0.95,True
A025102,D016735,Increase_Production,,,F004,,,,1339,120140.28,2,0.05,4,0.95,False
A025103,D016735,Reschedule_Production,,,F004,,,,5504,16018.7,2,0.05,4,0.95,False
A025104,D016736,Expedite_Shipment,,,F004,R0030,S015,F004,10000,328.1,5,0.05,6,0.95,True
A025105,D016737,Switch_Supplier,S020,C020,F005,,S020,F005,10000,48724.1,8,0.0739,4,0.9261,True
A025106,D016737,Use_Backup_Inventory,,C122,F005,R0805,W003,W004,10000,1408.29,8,0.05,4,0.95,True
A025107,D016738,Reallocate_Inventory,,C262,F005,R0959,W025,W024,6545,218.65,5,0.05,2,0.95,True
A025108,D016739,Increase_Production,,,F005,,,,1596,123581.28,3,0.05,5,0.95,False
A025109,D016739,Reschedule_Production,,,F005,,,,7252,16477.5,3,0.05,5,0.95,True
A025110,D016740,Expedite_Shipment,,,F005,R0135,S068,F005,10000,59.72,1,0.05,2,0.95,True
A025111,D016741,Switch_Supplier,S030,C030,F006,,S030,F006,10000,19108.0,0,0.2118,26,0.7882,False
A025112,D016741,Use_Backup_Inventory,,C091,F006,R0980,W005,W001,10000,385.59,12,0.05,1,0.95,True
A025113,D016742,Reallocate_Inventory,,C291,F006,R0844,W022,W023,10000,3638.5,11,0.05,1,0.95,True
A025114,D016743,Increase_Production,,,F006,,,,997,73380.68,2,0.05,3,0.95,False
A025115,D016743,Reschedule_Production,,,F006,,,,1550,9784.09,2,0.05,3,0.95,True
A025116,D016744,Expedite_Shipment,,,F006,R0182,S091,F006,10000,286.14,1,0.05,2,0.95,True
A025117,D016745,Switch_Supplier,S024,C024,F007,,S024,F007,10000,10112.85,6,0.1204,7,0.8796,True
A025118,D016745,Use_Backup_Inventory,,C385,F007,R0803,W002,W003,10000,223.54,10,0.05,3,0.95,True
A025119,D016746,Reallocate_Inventory,,C427,F007,R0947,W008,W015,5426,818.4,2,0.05,2,0.95,True
A025120,D016747,Increase_Production,,,F007,,,,3108,13699.05,2,0.05,3,0.95,True
A025121,D016747,Reschedule_Production,,,F007,,,,3061,1826.54,2,0.05,3,0.95,True
A025122,D016748,Expedite_Shipment,,,F007,R0019,S010,F007,10000,166.24,3,0.05,4,0.95,True
A025123,D016749,Switch_Supplier,S030,C030,F008,,S030,F008,10000,35223.35,0,0.2118,26,0.7882,False
A025124,D016749,Use_Backup_Inventory,,C296,F008,R0803,W002,W003,10000,526.86,3,0.05,3,0.95,True
A025125,D016750,Reallocate_Inventory,,C297,F008,R0804,W002,W003,4378,819.19,3,0.05,1,0.95,True
A025126,D016751,Increase_Production,,,F008,,,,1764,20393.6,5,0.05,8,0.95,True
A025127,D016751,Reschedule_Production,,,F008,,,,4153,2719.15,5,0.05,8,0.95,True
A025128,D016752,Expedite_Shipment,,,F008,R0200,S100,F008,10000,164.95,5,0.05,6,0.95,True
A025129,D016753,Switch_Supplier,S049,C049,F009,,S049,F009,10000,53946.2,0,0.0302,16,0.9698,False
A025130,D016753,Use_Backup_Inventory,,C203,F009,R0876,W027,W001,10000,1719.72,6,0.05,1,0.95,True
A025131,D016754,Reallocate_Inventory,,C388,F009,R0805,W003,W004,10000,177.53,0,0.05,4,0.95,False
A025132,D016755,Increase_Production,,,F009,,,,2040,8836.32,1,0.05,2,0.95,True
A025133,D016755,Reschedule_Production,,,F009,,,,1429,1178.18,1,0.05,2,0.95,True
A025134,D016756,Expedite_Shipment,,,F009,R0004,S002,F009,10000,210.36,4,0.05,5,0.95,True
A025135,D016757,Switch_Supplier,S009,C009,F010,,S009,F010,10000,1996.4,0,0.1422,24,0.8578,False
A025136,D016757,Use_Backup_Inventory,,C276,F010,R0940,W011,W013,10000,443.05,10,0.05,1,0.95,True
A025137,D016758,Reallocate_Inventory,,C030,F010,R0804,W002,W003,3112,844.64,6,0.05,1,0.95,True
A025138,D016759,Increase_Production,,,F010,,,,576,86750.1,2,0.05,5,0.95,False
A025139,D016759,Reschedule_Production,,,F010,,,,545,11566.68,2,0.05,5,0.95,False
A025140,D016760,Expedite_Shipment,,,F010,R0090,S045,F010,10000,206.54,6,0.05,6,0.95,True
A025141,D016761,Switch_Supplier,S001,C001,F011,,S001,F011,10000,2151.0,0,0.2032,18,0.7968,False
A025142,D016761,Use_Backup_Inventory,,C061,F011,R0806,W003,W004,10000,1738.54,6,0.05,1,0.95,True
A025143,D016762,Reallocate_Inventory,,C186,F011,R0920,W013,W009,5564,820.78,3,0.05,1,0.95,True
