inventory_id,warehouse_id,component_id,product_id,quantity_on_hand,reserved_quantity,available_quantity,safety_stock,reorder_point,maximum_stock,holding_cost_per_unit,stockout_cost_per_unit,inventory_age_days,last_updated_date
I003614,W016,C402,,18029,1802,16227,4400,8800,36058,0.0003,0.07,88,2027-01-01
I003615,W017,C402,,18270,1827,16443,4400,8800,36540,0.0003,0.07,27,2027-01-01
I003616,W018,C402,,18284,1828,16456,4400,8800,36568,0.0003,0.07,48,2027-01-01
I003617,W019,C402,,18166,1816,16350,4400,8800,36332,0.0003,0.07,90,2027-01-01
I003618,W020,C402,,17998,1799,16199,4400,8800,35996,0.0003,0.07,102,2027-01-01
I003619,W013,C403,,22768,2276,20492,5500,11000,45536,0.0004,0.1,21,2027-01-01
I003620,W014,C403,,22705,2270,20435,5500,11000,45410,0.0004,0.1,90,2027-01-01
I003621,W015,C403,,22784,2278,20506,5500,11000,45568,0.0004,0.1,83,2027-01-01
I003622,W016,C403,,22716,2271,20445,5500,11000,45432,0.0004,0.1,9,2027-01-01
I003623,W017,C403,,22737,2273,20464,5500,11000,45474,0.0004,0.1,79,2027-01-01
I003624,W018,C403,,22639,2263,20376,5500,11000,45278,0.0004,0.1,111,2027-01-01
I003625,W019,C403,,22963,2296,20667,5500,11000,45926,0.0004,0.1,91,2027-01-01
I003626,W020,C403,,22188,2218,19970,5500,11000,44376,0.0004,0.1,113,2027-01-01
I003627,W021,C403,,22448,2244,20204,5500,11000,44896,0.0004,0.1,39,2027-01-01
I003628,W014,C404,,29367,2936,26431,7300,14600,58734,0.0005,0.12,91,2027-01-01
I003629,W015,C404,,29913,2991,26922,7300,14600,59826,0.0005,0.12,12,2027-01-01
I003630,W016,C404,,29533,2953,26580,7300,14600,59066,0.0005,0.12,52,2027-01-01
I003631,W017,C404,,29714,2971,26743,7300,14600,59428,0.0005,0.12,91,2027-01-01
I003632,W018,C404,,30084,3008,27076,7300,14600,60168,0.0005,0.12,77,2027-01-01
I003633,W019,C404,,29303,2930,26373,7300,14600,58606,0.0005,0.12,110,2027-01-01
I003634,W020,C404,,29623,2962,26661,7300,14600,59246,0.0005,0.12,84,2027-01-01
I003635,W021,C404,,30001,3000,27001,7300,14600,60002,0.0005,0.12,114,2027-01-01
I003636,W022,C404,,29709,2970,26739,7300,14600,59418,0.0005,0.12,21,2027-01-01
I003637,W015,C405,,31046,3104,27942,7600,15200,62092,0.0006,0.14,76,2027-01-01
I003638,W016,C405,,31357,3135,28222,7600,15200,62714,0.0006,0.14,59,2027-01-01
I003639,W017,C405,,30714,3071,27643,7600,15200,61428,0.0006,0.14,53,2027-01-01
I003640,W018,C405,,31085,3108,27977,7600,15200,62170,0.0006,0.14,61,2027-01-01
I003641,W019,C405,,30847,3084,27763,7600,15200,61694,0.0006,0.14,37,2027-01-01
I003642,W020,C405,,30982,3098,27884,7600,15200,61964,0.0006,0.14,69,2027-01-01
I003643,W021,C405,,31014,3101,27913,7600,15200,62028,0.0006,0.14,115,2027-01-01
I003644,W022,C405,,31246,3124,28122,7600,15200,62492,0.0006,0.14,8,2027-01-01
I003645,W023,C405,,31307,3130,28177,7600,15200,62614,0.0006,0.14,44,2027-01-01
I003646,W016,C406,,30019,3001,27018,7300,14600,60038,0.0007,0.16,69,2027-01-01
I003647,W017,C406,,29794,2979,26815,7300,14600,59588,0.0007,0.16,83,2027-01-01
I003648,W018,C406,,29907,2990,26917,7300,14600,59814,0.0007,0.16,8,2027-01-01
I003649,W019,C406,,29805,2980,26825,7300,14600,59610,0.0007,0.16,103,2027-01-01
I003650,W020,C406,,29726,2972,26754,7300,14600,59452,0.0007,0.16,8,2027-01-01
I003651,W021,C406,,29468,2946,26522,7300,14600,58936,0.0007,0.16,12,2027-01-01
I003652,W022,C406,,29374,2937,26437,7300,14600,58748,0.0007,0.16,108,2027-01-01
I003653,W023,C406,,29667,2966,26701,7300,14600,59334,0.0007,0.16,98,2027-01-01
I003654,W024,C406,,29600,2960,26640,7300,14600,59200,0.0007,0.16,26,2027-01-01
I003655,W017,C407,,25683,2568,23115,6300,12600,51366,0.0007,0.19,68,2027-01-01
I003656,W018,C407,,25591,2559,23032,6300,12600,51182,0.0007,0.19,75,2027-01-01
I003657,W019,C407,,25546,2554,22992,6300,12600,51092,0.0007,0.19,49,2027-01-01
I003658,W020,C407,,25642,2564,23078,6300,12600,51284,0.0007,0.19,110,2027-01-01
I003659,W021,C407,,25852,2585,23267,6300,12600,51704,0.0007,0.19,16,2027-01-01
I003660,W022,C407,,25667,2566,23101,6300,12600,51334,0.0007,0.19,75,2027-01-01
I003661,W023,C407,,25472,2547,22925,6300,12600,50944,0.0007,0.19,5,2027-01-01
I003662,W024,C407,,25988,2598,23390,6300,12600,51976,0.0007,0.19,33,2027-01-01
I003663,W025,C407,,26025,2602,23423,6300,12600,52050,0.0007,0.19,84,2027-01-01
I003664,W018,C408,,28185,2818,25367,6800,13600,56370,0.0008,0.21,25,2027-01-01
I003665,W019,C408,,27880,2788,25092,6800,13600,55760,0.0008,0.21,72,2027-01-01
I003666,W020,C408,,28129,2812,25317,6800,13600,56258,0.0008,0.21,68,2027-01-01
I003667,W021,C408,,27921,2792,25129,6800,13600,55842,0.0008,0.21,20,2027-01-01
I003668,W022,C408,,27303,2730,24573,6800,13600,54606,0.0008,0.21,86,2027-01-01
I003669,W023,C408,,27822,2782,25040,6800,13600,55644,0.0008,0.21,85,2027-01-01
I003670,W024,C408,,28098,2809,25289,6800,13600,56196,0.0008,0.21,3,2027-01-01
I003671,W025,C408,,27805,2780,25025,6800,13600,55610,0.0008,0.21,61,2027-01-01
I003672,W026,C408,,27726,2772,24954,6800,13600,55452,0.0008,0.21,8,2027-01-01
I003673,W019,C409,,9997,999,8998,2300,4600,19994,0.0009,0.23,67,2027-01-01
I003674,W020,C409,,9661,966,8695,2300,4600,19322,0.0009,0.23,79,2027-01-01
I003675,W021,C409,,10094,1009,9085,2300,4600,20188,0.0009,0.23,37,2027-01-01
I003676,W022,C409,,9551,955,8596,2300,4600,19102,0.0009,0.23,3,2027-01-01
I003677,W023,C409,,10086,1008,9078,2300,4600,20172,0.0009,0.23,28,2027-01-01
I003678,W024,C409,,9471,947,8524,2300,4600,18942,0.0009,0.23,73,2027-01-01
I003679,W025,C409,,9942,994,8948,2300,4600,19884,0.0009,0.23,89,2027-01-01
I003680,W026,C409,,9704,970,8734,2300,4600,19408,0.0009,0.23,89,2027-01-01
I003681,W027,C409,,9491,949,8542,2300,4600,18982,0.0009,0.23,2,2027-01-01
I003682,W020,C410,,14990,1499,13491,3700,7400,29980,0.001,0.25,32,2027-01-01
I003683,W021,C410,,15322,1532,13790,3700,7400,30644,0.001,0.25,85,2027-01-01
I003684,W022,C410,,15478,1547,13931,3700,7400,30956,0.001,0.25,81,2027-01-01
I003685,W023,C410,,15388,1538,13850,3700,7400,30776,0.001,0.25,19,2027-01-01
I003686,W024,C410,,15032,1503,13529,3700,7400,30064,0.001,0.25,72,2027-01-01
I003687,W025,C410,,15186,1518,13668,3700,7400,30372,0.001,0.25,94,2027-01-01
I003688,W026,C410,,15699,1569,14130,3700,7400,31398,0.001,0.25,67,2027-01-01
I003689,W027,C410,,15346,1534,13812,3700,7400,30692,0.001,0.25,78,2027-01-01
I003690,W028,C410,,15119,1511,13608,3700,7400,30238,0.001,0.25,50,2027-01-01
I003691,W021,C411,,17386,1738,15648,4100,8200,34772,0.0011,0.28,118,2027-01-01
I003692,W022,C411,,17080,1708,15372,4100,8200,34160,0.0011,0.28,79,2027-01-01
I003693,W023,C411,,17258,1725,15533,4100,8200,34516,0.0011,0.28,32,2027-01-01
I003694,W024,C411,,16934,1693,15241,4100,8200,33868,0.0011,0.28,20,2027-01-01
I003695,W025,C411,,16985,1698,15287,4100,8200,33970,0.0011,0.28,12,2027-01-01
I003696,W026,C411,,16659,1665,14994,4100,8200,33318,0.0011,0.28,11,2027-01-01
I003697,W027,C411,,16962,1696,15266,4100,8200,33924,0.0011,0.28,54,2027-01-01
I003698,W028,C411,,17082,1708,15374,4100,8200,34164,0.0011,0.28,75,2027-01-01
I003699,W029,C411,,17237,1723,15514,4100,8200,34474,0.0011,0.28,67,2027-01-01
I003700,W022,C412,,19497,1949,17548,4800,9600,38994,0.0012,0.3,43,2027-01-01
I003701,W023,C412,,20101,2010,18091,4800,9600,40202,0.0012,0.3,82,2027-01-01
I003702,W024,C412,,20165,2016,18149,4800,9600,40330,0.0012,0.3,84,2027-01-01
I003703,W025,C412,,19415,1941,17474,4800,9600,38830,0.0012,0.3,51,2027-01-01
I003704,W026,C412,,19979,1997,17982,4800,9600,39958,0.0012,0.3,77,2027-01-01
I003705,W027,C412,,19933,1993,17940,4800,9600,39866,0.0012,0.3,28,2027-01-01
I003706,W028,C412,,19846,1984,17862,4800,9600,39692,0.0012,0.3,92,2027-01-01
I003707,W029,C412,,19802,1980,17822,4800,9600,39604,0.0012,0.3,15,2027-01-01
I003708,W030,C412,,20033,2003,18030,4800,9600,40066,0.0012,0.3,111,2027-01-01
I003709,W023,C413,,15614,1561,14053,3700,7400,31228,0.0013,0.32,111,2027-01-01
I003710,W024,C413,,15304,1530,13774,3700,7400,30608,0.0013,0.32,102,2027-01-01
I003711,W025,C413,,15336,1533,13803,3700,7400,30672,0.0013,0.32,26,2027-01-01
I003712,W026,C413,,15315,1531,13784,3700,7400,30630,0.0013,0.32,29,2027-01-01
I003713,W027,C413,,15134,1513,13621,3700,7400,30268,0.0013,0.32,70,2027-01-01
I003714,W028,C413,,15478,1547,13931,3700,7400,30956,0.0013,0.32,118,2027-01-01
I003715,W029,C413,,15528,1552,13976,3700,7400,31056,0.0013,0.32,109,2027-01-01
I003716,W030,C413,,15781,1578,14203,3700,7400,31562,0.0013,0.32,54,2027-01-01
I003717,W001,C413,,15789,1578,14211,3700,7400,31578,0.0013,0.32,113,2027-01-01
I003718,W024,C414,,23218,2321,20897,5600,11200,46436,0.0014,0.34,18,2027-01-01
I003719,W025,C414,,23086,2308,20778,5600,11200,46172,0.0014,0.34,8,2027-01-01
I003720,W026,C414,,23174,2317,20857,5600,11200,46348,0.0014,0.34,49,2027-01-01
I003721,W027,C414,,22958,2295,20663,5600,11200,45916,0.0014,0.34,74,2027-01-01
I003722,W028,C414,,23013,2301,20712,5600,11200,46026,0.0014,0.34,74,2027-01-01
I003723,W029,C414,,22829,2282,20547,5600,11200,45658,0.0014,0.34,93,2027-01-01
I003724,W030,C414,,23384,2338,21046,5600,11200,46768,0.0014,0.34,53,2027-01-01
I003725,W001,C414,,23159,2315,20844,5600,11200,46318,0.0014,0.34,31,2027-01-01
I003726,W002,C414,,23247,2324,20923,5600,11200,46494,0.0014,0.34,7,2027-01-01
I003727,W025,C415,,18364,1836,16528,4500,9000,36728,0.0015,0.37,58,2027-01-01
I003728,W026,C415,,18456,1845,16611,4500,9000,36912,0.0015,0.37,7,2027-01-01
I003729,W027,C415,,18633,1863,16770,4500,9000,37266,0.0015,0.37,55,2027-01-01
I003730,W028,C415,,18491,1849,16642,4500,9000,36982,0.0015,0.37,3,2027-01-01
I003731,W029,C415,,18589,1858,16731,4500,9000,37178,0.0015,0.37,73,2027-01-01
I003732,W030,C415,,18925,1892,17033,4500,9000,37850,0.0015,0.37,81,2027-01-01
I003733,W001,C415,,18973,1897,17076,4500,9000,37946,0.0015,0.37,95,2027-01-01
I003734,W002,C415,,18727,1872,16855,4500,9000,37454,0.0015,0.37,81,2027-01-01
I003735,W003,C415,,18252,1825,16427,4500,9000,36504,0.0015,0.37,59,2027-01-01
I003736,W026,C416,,22367,2236,20131,5500,11000,44734,0.0016,0.39,111,2027-01-01
I003737,W027,C416,,22720,2272,20448,5500,11000,45440,0.0016,0.39,48,2027-01-01
I003738,W028,C416,,22186,2218,19968,5500,11000,44372,0.0016,0.39,24,2027-01-01
I003739,W029,C416,,22932,2293,20639,5500,11000,45864,0.0016,0.39,39,2027-01-01
I003740,W030,C416,,22287,2228,20059,5500,11000,44574,0.0016,0.39,36,2027-01-01
I003741,W001,C416,,22304,2230,20074,5500,11000,44608,0.0016,0.39,12,2027-01-01
I003742,W002,C416,,22890,2289,20601,5500,11000,45780,0.0016,0.39,76,2027-01-01
I003743,W003,C416,,22161,2216,19945,5500,11000,44322,0.0016,0.39,98,2027-01-01
I003744,W004,C416,,22439,2243,20196,5500,11000,44878,0.0016,0.39,4,2027-01-01
I003745,W027,C417,,13160,1316,11844,3100,6200,26320,0.0016,0.41,93,2027-01-01
I003746,W028,C417,,13083,1308,11775,3100,6200,26166,0.0016,0.41,87,2027-01-01
I003747,W029,C417,,12828,1282,11546,3100,6200,25656,0.0016,0.41,3,2027-01-01
I003748,W030,C417,,12914,1291,11623,3100,6200,25828,0.0016,0.41,118,2027-01-01
I003749,W001,C417,,12528,1252,11276,3100,6200,25056,0.0016,0.41,84,2027-01-01
I003750,W002,C417,,13252,1325,11927,3100,6200,26504,0.0016,0.41,28,2027-01-01
I003751,W003,C417,,13238,1323,11915,3100,6200,26476,0.0016,0.41,73,2027-01-01
I003752,W004,C417,,13308,1330,11978,3100,6200,26616,0.0016,0.41,9,2027-01-01
I003753,W005,C417,,13105,1310,11795,3100,6200,26210,0.0016,0.41,83,2027-01-01
I003754,W028,C418,,24549,2454,22095,5900,11800,49098,0.0017,0.43,52,2027-01-01
I003755,W029,C418,,24139,2413,21726,5900,11800,48278,0.0017,0.43,109,2027-01-01
I003756,W030,C418,,24532,2453,22079,5900,11800,49064,0.0017,0.43,94,2027-01-01
I003757,W001,C418,,23757,2375,21382,5900,11800,47514,0.0017,0.43,103,2027-01-01
I003758,W002,C418,,23753,2375,21378,5900,11800,47506,0.0017,0.43,104,2027-01-01
I003759,W003,C418,,23755,2375,21380,5900,11800,47510,0.0017,0.43,41,2027-01-01
I003760,W004,C418,,24111,2411,21700,5900,11800,48222,0.0017,0.43,48,2027-01-01
I003761,W005,C418,,23802,2380,21422,5900,11800,47604,0.0017,0.43,116,2027-01-01
I003762,W006,C418,,23736,2373,21363,5900,11800,47472,0.0017,0.43,59,2027-01-01
I003763,W029,C419,,27358,2735,24623,6600,13200,54716,0.0018,0.46,101,2027-01-01
I003764,W030,C419,,26921,2692,24229,6600,13200,53842,0.0018,0.46,9,2027-01-01
I003765,W001,C419,,26801,2680,24121,6600,13200,53602,0.0018,0.46,119,2027-01-01
I003766,W002,C419,,26894,2689,24205,6600,13200,53788,0.0018,0.46,101,2027-01-01
I003767,W003,C419,,26968,2696,24272,6600,13200,53936,0.0018,0.46,75,2027-01-01
I003768,W004,C419,,26822,2682,24140,6600,13200,53644,0.0018,0.46,49,2027-01-01
I003769,W005,C419,,27370,2737,24633,6600,13200,54740,0.0018,0.46,32,2027-01-01
I003770,W006,C419,,26824,2682,24142,6600,13200,53648,0.0018,0.46,73,2027-01-01
I003771,W007,C419,,27057,2705,24352,6600,13200,54114,0.0018,0.46,41,2027-01-01
I003772,W030,C420,,4965,496,4469,1200,2400,9930,0.0019,0.48,11,2027-01-01
I003773,W001,C420,,5778,577,5201,1200,2400,11556,0.0019,0.48,75,2027-01-01
I003774,W002,C420,,5716,571,5145,1200,2400,11432,0.0019,0.48,109,2027-01-01
I003775,W003,C420,,5388,538,4850,1200,2400,10776,0.0019,0.48,18,2027-01-01
I003776,W004,C420,,5743,574,5169,1200,2400,11486,0.0019,0.48,24,2027-01-01
I003777,W005,C420,,5415,541,4874,1200,2400,10830,0.0019,0.48,35,2027-01-01
I003778,W006,C420,,5646,564,5082,1200,2400,11292,0.0019,0.48,25,2027-01-01
I003779,W007,C420,,5470,547,4923,1200,2400,10940,0.0019,0.48,61,2027-01-01
I003780,W008,C420,,5013,501,4512,1200,2400,10026,0.0019,0.48,61,2027-01-01
I003781,W001,C421,,13846,1384,12462,3400,6800,27692,0.002,0.5,28,2027-01-01
I003782,W002,C421,,14198,1419,12779,3400,6800,28396,0.002,0.5,62,2027-01-01
I003783,W003,C421,,14371,1437,12934,3400,6800,28742,0.002,0.5,71,2027-01-01
I003784,W004,C421,,13813,1381,12432,3400,6800,27626,0.002,0.5,97,2027-01-01
I003785,W005,C421,,14496,1449,13047,3400,6800,28992,0.002,0.5,71,2027-01-01
I003786,W006,C421,,14250,1425,12825,3400,6800,28500,0.002,0.5,119,2027-01-01
I003787,W007,C421,,14395,1439,12956,3400,6800,28790,0.002,0.5,78,2027-01-01
I003788,W008,C421,,14425,1442,12983,3400,6800,28850,0.002,0.5,25,2027-01-01
I003789,W009,C421,,13975,1397,12578,3400,6800,27950,0.002,0.5,3,2027-01-01
I003790,W002,C422,,17681,1768,15913,4200,8400,35362,0.0021,0.52,87,2027-01-01
I003791,W003,C422,,17076,1707,15369,4200,8400,34152,0.0021,0.52,74,2027-01-01
I003792,W004,C422,,17554,1755,15799,4200,8400,35108,0.0021,0.52,93,2027-01-01
I003793,W005,C422,,17740,1774,15966,4200,8400,35480,0.0021,0.52,12,2027-01-01
I003794,W006,C422,,17194,1719,15475,4200,8400,34388,0.0021,0.52,99,2027-01-01
I003795,W007,C422,,17411,1741,15670,4200,8400,34822,0.0021,0.52,1,2027-01-01
I003796,W008,C422,,17208,1720,15488,4200,8400,34416,0.0021,0.52,54,2027-01-01
I003797,W009,C422,,17361,1736,15625,4200,8400,34722,0.0021,0.52,106,2027-01-01
I003798,W010,C422,,16994,1699,15295,4200,8400,33988,0.0021,0.52,66,2027-01-01
I003799,W003,C423,,3953,395,3558,800,1600,7906,0.0022,0.55,48,2027-01-01
I003800,W004,C423,,3852,385,3467,800,1600,7704,0.0022,0.55,97,2027-01-01
I003801,W005,C423,,3562,356,3206,800,1600,7124,0.0022,0.55,83,2027-01-01
I003802,W006,C423,,3774,377,3397,800,1600,7548,0.0022,0.55,7,2027-01-01
I003803,W007,C423,,3808,380,3428,800,1600,7616,0.0022,0.55,77,2027-01-01
I003804,W008,C423,,4016,401,3615,800,1600,8032,0.0022,0.55,48,2027-01-01
I003805,W009,C423,,3970,397,3573,800,1600,7940,0.0022,0.55,11,2027-01-01
I003806,W010,C423,,4046,404,3642,800,1600,8092,0.0022,0.55,51,2027-01-01
I003807,W011,C423,,3429,342,3087,800,1600,6858,0.0022,0.55,55,2027-01-01
I003808,W004,C424,,30931,3093,27838,7600,15200,61862,0.0023,0.57,94,2027-01-01
I003809,W005,C424,,30668,3066,27602,7600,15200,61336,0.0023,0.57,89,2027-01-01
I003810,W006,C424,,30670,3067,27603,7600,15200,61340,0.0023,0.57,120,2027-01-01
I003811,W007,C424,,30925,3092,27833,7600,15200,61850,0.0023,0.57,7,2027-01-01
I003812,W008,C424,,30752,3075,27677,7600,15200,61504,0.0023,0.57,107,2027-01-01
I003813,W009,C424,,30609,3060,27549,7600,15200,61218,0.0023,0.57,43,2027-01-01
I003814,W010,C424,,31273,3127,28146,7600,15200,62546,0.0023,0.57,82,2027-01-01
I003815,W011,C424,,30509,3050,27459,7600,15200,61018,0.0023,0.57,91,2027-01-01
I003816,W012,C424,,31188,3118,28070,7600,15200,62376,0.0023,0.57,18,2027-01-01
I003817,W005,C425,,25248,2524,22724,6200,12400,50496,0.0024,0.59,30,2027-01-01
I003818,W006,C425,,25427,2542,22885,6200,12400,50854,0.0024,0.59,75,2027-01-01
I003819,W007,C425,,25442,2544,22898,6200,12400,50884,0.0024,0.59,75,2027-01-01
I003820,W008,C425,,25005,2500,22505,6200,12400,50010,0.0024,0.59,64,2027-01-01
I003821,W009,C425,,25220,2522,22698,6200,12400,50440,0.0024,0.59,84,2027-01-01
I003822,W010,C425,,25673,2567,23106,6200,12400,51346,0.0024,0.59,112,2027-01-01
I003823,W011,C425,,25504,2550,22954,6200,12400,51008,0.0024,0.59,46,2027-01-01
I003824,W012,C425,,25273,2527,22746,6200,12400,50546,0.0024,0.59,87,2027-01-01
I003825,W013,C425,,24960,2496,22464,6200,12400,49920,0.0024,0.59,47,2027-01-01
I003826,W006,C426,,12165,1216,10949,3000,6000,24330,0.0024,0.61,106,2027-01-01
I003827,W007,C426,,12246,1224,11022,3000,6000,24492,0.0024,0.61,23,2027-01-01
I003828,W008,C426,,12648,1264,11384,3000,6000,25296,0.0024,0.61,99,2027-01-01
I003829,W009,C426,,12363,1236,11127,3000,6000,24726,0.0024,0.61,69,2027-01-01
I003830,W010,C426,,12238,1223,11015,3000,6000,24476,0.0024,0.61,45,2027-01-01
I003831,W011,C426,,12878,1287,11591,3000,6000,25756,0.0024,0.61,91,2027-01-01
I003832,W012,C426,,12796,1279,11517,3000,6000,25592,0.0024,0.61,72,2027-01-01
I003833,W013,C426,,12744,1274,11470,3000,6000,25488,0.0024,0.61,32,2027-01-01
I003834,W014,C426,,12712,1271,11441,3000,6000,25424,0.0024,0.61,33,2027-01-01
I003835,W007,C427,,8532,853,7679,2000,4000,17064,0.0025,0.64,101,2027-01-01
I003836,W008,C427,,8251,825,7426,2000,4000,16502,0.0025,0.64,21,2027-01-01
I003837,W009,C427,,8740,874,7866,2000,4000,17480,0.0025,0.64,49,2027-01-01
I003838,W010,C427,,8658,865,7793,2000,4000,17316,0.0025,0.64,107,2027-01-01
I003839,W011,C427,,8419,841,7578,2000,4000,16838,0.0025,0.64,78,2027-01-01
I003840,W012,C427,,8634,863,7771,2000,4000,17268,0.0025,0.64,89,2027-01-01
I003841,W013,C427,,8761,876,7885,2000,4000,17522,0.0025,0.64,54,2027-01-01
I003842,W014,C427,,8159,815,7344,2000,4000,16318,0.0025,0.64,80,2027-01-01
I003843,W015,C427,,8234,823,7411,2000,4000,16468,0.0025,0.64,18,2027-01-01
I003844,W008,C428,,20846,2084,18762,5000,10000,41692,0.0026,0.66,42,2027-01-01
I003845,W009,C428,,20838,2083,18755,5000,10000,41676,0.0026,0.66,34,2027-01-01
I003846,W010,C428,,20902,2090,18812,5000,10000,41804,0.0026,0.66,101,2027-01-01
I003847,W011,C428,,20938,2093,18845,5000,10000,41876,0.0026,0.66,55,2027-01-01
I003848,W012,C428,,20391,2039,18352,5000,10000,40782,0.0026,0.66,12,2027-01-01
I003849,W013,C428,,20708,2070,18638,5000,10000,41416,0.0026,0.66,73,2027-01-01
I003850,W014,C428,,20751,2075,18676,5000,10000,41502,0.0026,0.66,110,2027-01-01
I003851,W015,C428,,20701,2070,18631,5000,10000,41402,0.0026,0.66,94,2027-01-01
I003852,W016,C428,,20192,2019,18173,5000,10000,40384,0.0026,0.66,2,2027-01-01
I003853,W009,C429,,21279,2127,19152,5100,10200,42558,0.0027,0.68,68,2027-01-01
I003854,W010,C429,,21160,2116,19044,5100,10200,42320,0.0027,0.68,71,2027-01-01
I003855,W011,C429,,21181,2118,19063,5100,10200,42362,0.0027,0.68,120,2027-01-01
I003856,W012,C429,,21083,2108,18975,5100,10200,42166,0.0027,0.68,84,2027-01-01
I003857,W013,C429,,21205,2120,19085,5100,10200,42410,0.0027,0.68,9,2027-01-01
I003858,W014,C429,,21203,2120,19083,5100,10200,42406,0.0027,0.68,114,2027-01-01
I003859,W015,C429,,20572,2057,18515,5100,10200,41144,0.0027,0.68,103,2027-01-01
I003860,W016,C429,,20812,2081,18731,5100,10200,41624,0.0027,0.68,80,2027-01-01
I003861,W017,C429,,21119,2111,19008,5100,10200,42238,0.0027,0.68,4,2027-01-01
I003862,W010,C430,,13456,1345,12111,3200,6400,26912,0.0028,0.7,87,2027-01-01
I003863,W011,C430,,13384,1338,12046,3200,6400,26768,0.0028,0.7,107,2027-01-01
I003864,W012,C430,,13315,1331,11984,3200,6400,26630,0.0028,0.7,26,2027-01-01
I003865,W013,C430,,13048,1304,11744,3200,6400,26096,0.0028,0.7,35,2027-01-01
I003866,W014,C430,,13676,1367,12309,3200,6400,27352,0.0028,0.7,102,2027-01-01
I003867,W015,C430,,13064,1306,11758,3200,6400,26128,0.0028,0.7,106,2027-01-01
I003868,W016,C430,,13365,1336,12029,3200,6400,26730,0.0028,0.7,100,2027-01-01
I003869,W017,C430,,13522,1352,12170,3200,6400,27044,0.0028,0.7,119,2027-01-01
I003870,W018,C430,,13121,1312,11809,3200,6400,26242,0.0028,0.7,91,2027-01-01
I003871,W011,C431,,28252,2825,25427,7000,14000,56504,0.0029,0.73,92,2027-01-01
I003872,W012,C431,,28472,2847,25625,7000,14000,56944,0.0029,0.73,22,2027-01-01
I003873,W013,C431,,28649,2864,25785,7000,14000,57298,0.0029,0.73,65,2027-01-01
I003874,W014,C431,,28773,2877,25896,7000,14000,57546,0.0029,0.73,47,2027-01-01
I003875,W015,C431,,28962,2896,26066,7000,14000,57924,0.0029,0.73,62,2027-01-01
I003876,W016,C431,,28618,2861,25757,7000,14000,57236,0.0029,0.73,87,2027-01-01
I003877,W017,C431,,28319,2831,25488,7000,14000,56638,0.0029,0.73,6,2027-01-01
I003878,W018,C431,,28524,2852,25672,7000,14000,57048,0.0029,0.73,104,2027-01-01
I003879,W019,C431,,28404,2840,25564,7000,14000,56808,0.0029,0.73,30,2027-01-01
I003880,W012,C432,,9322,932,8390,2300,4600,18644,0.003,0.75,94,2027-01-01
I003881,W013,C432,,9811,981,8830,2300,4600,19622,0.003,0.75,100,2027-01-01
I003882,W014,C432,,9431,943,8488,2300,4600,18862,0.003,0.75,101,2027-01-01
I003883,W015,C432,,9701,970,8731,2300,4600,19402,0.003,0.75,109,2027-01-01
I003884,W016,C432,,9586,958,8628,2300,4600,19172,0.003,0.75,91,2027-01-01
I003885,W017,C432,,9790,979,8811,2300,4600,19580,0.003,0.75,114,2027-01-01
I003886,W018,C432,,10111,1011,9100,2300,4600,20222,0.003,0.75,6,2027-01-01
I003887,W019,C432,,9515,951,8564,2300,4600,19030,0.003,0.75,48,2027-01-01
I003888,W020,C432,,9691,969,8722,2300,4600,19382,0.003,0.75,79,2027-01-01
I003889,W013,C433,,23459,2345,21114,5800,11600,46918,0.0031,0.77,23,2027-01-01
I003890,W014,C433,,23745,2374,21371,5800,11600,47490,0.0031,0.77,42,2027-01-01
I003891,W015,C433,,23877,2387,21490,5800,11600,47754,0.0031,0.77,8,2027-01-01
I003892,W016,C433,,23522,2352,21170,5800,11600,47044,0.0031,0.77,4,2027-01-01
I003893,W017,C433,,23786,2378,21408,5800,11600,47572,0.0031,0.77,118,2027-01-01
I003894,W018,C433,,23594,2359,21235,5800,11600,47188,0.0031,0.77,86,2027-01-01
I003895,W019,C433,,23740,2374,21366,5800,11600,47480,0.0031,0.77,3,2027-01-01
I003896,W020,C433,,23785,2378,21407,5800,11600,47570,0.0031,0.77,62,2027-01-01
I003897,W021,C433,,23546,2354,21192,5800,11600,47092,0.0031,0.77,101,2027-01-01
I003898,W014,C434,,6775,677,6098,1600,3200,13550,0.0032,0.79,73,2027-01-01
I003899,W015,C434,,6943,694,6249,1600,3200,13886,0.0032,0.79,81,2027-01-01
I003900,W016,C434,,6796,679,6117,1600,3200,13592,0.0032,0.79,23,2027-01-01
I003901,W017,C434,,6567,656,5911,1600,3200,13134,0.0032,0.79,97,2027-01-01
I003902,W018,C434,,7389,738,6651,1600,3200,14778,0.0032,0.79,54,2027-01-01
I003903,W019,C434,,6791,679,6112,1600,3200,13582,0.0032,0.79,115,2027-01-01
I003904,W020,C434,,6665,666,5999,1600,3200,13330,0.0032,0.79,56,2027-01-01
I003905,W021,C434,,6714,671,6043,1600,3200,13428,0.0032,0.79,61,2027-01-01
I003906,W022,C434,,6991,699,6292,1600,3200,13982,0.0032,0.79,56,2027-01-01
I003907,W015,C435,,20181,2018,18163,5000,10000,40362,0.0033,0.82,102,2027-01-01
I003908,W016,C435,,20306,2030,18276,5000,10000,40612,0.0033,0.82,10,2027-01-01
I003909,W017,C435,,20200,2020,18180,5000,10000,40400,0.0033,0.82,58,2027-01-01
I003910,W018,C435,,20481,2048,18433,5000,10000,40962,0.0033,0.82,81,2027-01-01
