disruption_id,scenario_id,entity_id,entity_type,disruption_type,start_time,duration_days,severity,probability,capacity_loss_percent,delay_days,affected_quantity,recovery_time_days,root_cause
D015346,SC03837,C271,Component,Material_Shortage,2027-01-03,11,0.7567,1.0,75.67,11,6584,11,Component shortage
D015347,SC03837,F017,Factory,Factory_Breakdown,2027-01-05,13,0.1941,1.0,19.41,13,136,13,Equipment failure
D015348,SC03837,R0101,Route,Transportation_Disruption,2027-01-07,6,0.3771,1.0,37.71,6,3394,6,Road closure
D015349,SC03838,S024,Supplier,Supplier_Failure,2027-01-01,11,0.5857,1.0,58.57,11,3339,11,Supplier outage
D015350,SC03838,C358,Component,Material_Shortage,2027-01-03,6,0.7308,1.0,73.08,6,2924,6,Component shortage
D015351,SC03838,F018,Factory,Factory_Breakdown,2027-01-05,3,0.5874,1.0,58.74,3,735,3,Equipment failure
D015352,SC03838,R0047,Route,Transportation_Disruption,2027-01-07,4,0.7114,1.0,71.14,4,6759,4,Road closure
D015353,SC03839,S077,Supplier,Supplier_Failure,2027-01-01,6,0.4315,1.0,43.15,6,2697,6,Supplier outage
D015354,SC03839,C374,Component,Material_Shortage,2027-01-03,12,0.8785,1.0,87.85,12,2109,12,Component shortage
D015355,SC03839,F019,Factory,Factory_Breakdown,2027-01-05,4,0.5968,1.0,59.68,4,3730,4,Equipment failure
D015356,SC03839,R0148,Route,Transportation_Disruption,2027-01-07,10,0.5315,1.0,53.15,10,5209,10,Road closure
D015357,SC03840,S071,Supplier,Supplier_Failure,2027-01-01,14,0.4229,1.0,42.29,14,4018,14,Supplier outage
D015358,SC03840,C371,Component,Material_Shortage,2027-01-03,7,0.419,1.0,41.9,7,3352,7,Component shortage
D015359,SC03840,F020,Factory,Factory_Breakdown,2027-01-05,8,0.2591,1.0,25.91,8,2073,8,Equipment failure
D015360,SC03840,R0078,Route,Transportation_Disruption,2027-01-07,3,0.8066,1.0,80.66,3,1009,3,Road closure
D015361,SC03841,S013,Supplier,Supplier_Failure,2027-01-01,3,0.5128,1.0,51.28,3,4616,3,Supplier outage
D015362,SC03841,C272,Component,Material_Shortage,2027-01-03,6,0.5701,1.0,57.01,6,571,6,Component shortage
D015363,SC03841,F001,Factory,Factory_Breakdown,2027-01-05,5,0.365,1.0,36.5,5,1168,5,Equipment failure
D015364,SC03841,R0120,Route,Transportation_Disruption,2027-01-07,5,0.7708,1.0,77.08,5,1003,5,Road closure
D015365,SC03842,S006,Supplier,Supplier_Failure,2027-01-01,8,0.7317,1.0,73.17,8,2927,8,Supplier outage
D015366,SC03842,C459,Component,Material_Shortage,2027-01-03,2,0.8003,1.0,80.03,2,6003,2,Component shortage
D015367,SC03842,F002,Factory,Factory_Breakdown,2027-01-05,11,0.6107,1.0,61.07,11,1222,11,Equipment failure
D015368,SC03842,R0158,Route,Transportation_Disruption,2027-01-07,14,0.7999,1.0,79.99,14,3400,14,Road closure
D015369,SC03843,S008,Supplier,Supplier_Failure,2027-01-01,2,0.5067,1.0,50.67,2,2027,2,Supplier outage
D015370,SC03843,C231,Component,Material_Shortage,2027-01-03,8,0.6324,1.0,63.24,8,1265,8,Component shortage
D015371,SC03843,F003,Factory,Factory_Breakdown,2027-01-05,12,0.7346,1.0,73.46,12,735,12,Equipment failure
D015372,SC03843,R0061,Route,Transportation_Disruption,2027-01-07,3,0.36,1.0,36.0,3,630,3,Road closure
D015373,SC03844,S047,Supplier,Supplier_Failure,2027-01-01,14,0.441,1.0,44.1,14,2757,14,Supplier outage
D015374,SC03844,C306,Component,Material_Shortage,2027-01-03,13,0.6478,1.0,64.78,13,5183,13,Component shortage
D015375,SC03844,F004,Factory,Factory_Breakdown,2027-01-05,2,0.586,1.0,58.6,2,586,2,Equipment failure
D015376,SC03844,R0040,Route,Transportation_Disruption,2027-01-07,5,0.8949,1.0,89.49,5,2685,5,Road closure
D015377,SC03845,S010,Supplier,Supplier_Failure,2027-01-01,7,0.3916,1.0,39.16,7,979,7,Supplier outage
D015378,SC03845,C254,Component,Material_Shortage,2027-01-03,9,0.6153,1.0,61.53,9,3231,9,Component shortage
D015379,SC03845,F005,Factory,Factory_Breakdown,2027-01-05,3,0.2442,1.0,24.42,3,1954,3,Equipment failure
D015380,SC03845,R0123,Route,Transportation_Disruption,2027-01-07,7,0.8183,1.0,81.83,7,3642,7,Road closure
D015381,SC03846,S028,Supplier,Supplier_Failure,2027-01-01,4,0.2647,1.0,26.47,4,133,4,Supplier outage
D015382,SC03846,C254,Component,Material_Shortage,2027-01-03,7,0.4117,1.0,41.17,7,824,7,Component shortage
D015383,SC03846,F006,Factory,Factory_Breakdown,2027-01-05,4,0.3896,1.0,38.96,4,3896,4,Equipment failure
D015384,SC03846,R0185,Route,Transportation_Disruption,2027-01-07,7,0.8644,1.0,86.44,7,5273,7,Road closure
D015385,SC03847,S085,Supplier,Supplier_Failure,2027-01-01,8,0.6966,1.0,69.66,8,5573,8,Supplier outage
D015386,SC03847,C191,Component,Material_Shortage,2027-01-03,14,0.5841,1.0,58.41,14,4790,14,Component shortage
D015387,SC03847,F007,Factory,Factory_Breakdown,2027-01-05,9,0.3686,1.0,36.86,9,3318,9,Equipment failure
D015388,SC03847,R0128,Route,Transportation_Disruption,2027-01-07,14,0.2492,1.0,24.92,14,499,14,Road closure
D015389,SC03848,S020,Supplier,Supplier_Failure,2027-01-01,13,0.2077,1.0,20.77,13,1870,13,Supplier outage
D015390,SC03848,C097,Component,Material_Shortage,2027-01-03,5,0.8469,1.0,84.69,5,2118,5,Component shortage
D015391,SC03848,F008,Factory,Factory_Breakdown,2027-01-05,14,0.7663,1.0,76.63,14,1533,14,Equipment failure
D015392,SC03848,R0191,Route,Transportation_Disruption,2027-01-07,8,0.8495,1.0,84.95,8,4758,8,Road closure
D015393,SC03849,S083,Supplier,Supplier_Failure,2027-01-01,3,0.7171,1.0,71.71,3,2869,3,Supplier outage
D015394,SC03849,C153,Component,Material_Shortage,2027-01-03,10,0.5332,1.0,53.32,10,1014,10,Component shortage
D015395,SC03849,F009,Factory,Factory_Breakdown,2027-01-05,5,0.5366,1.0,53.66,5,5206,5,Equipment failure
D015396,SC03849,R0006,Route,Transportation_Disruption,2027-01-07,2,0.5755,1.0,57.55,2,2878,2,Road closure
D015397,SC03850,S005,Supplier,Supplier_Failure,2027-01-01,14,0.5623,1.0,56.23,14,1209,14,Supplier outage
D015398,SC03850,C444,Component,Material_Shortage,2027-01-03,3,0.7002,1.0,70.02,3,7002,3,Component shortage
D015399,SC03850,F010,Factory,Factory_Breakdown,2027-01-05,14,0.5274,1.0,52.74,14,2005,14,Equipment failure
D015400,SC03850,R0009,Route,Transportation_Disruption,2027-01-07,2,0.5553,1.0,55.53,2,1389,2,Road closure
D015401,SC03851,S096,Supplier,Supplier_Failure,2027-01-01,7,0.7437,1.0,74.37,7,5801,7,Supplier outage
D015402,SC03851,C445,Component,Material_Shortage,2027-01-03,13,0.8559,1.0,85.59,13,2055,13,Component shortage
D015403,SC03851,F011,Factory,Factory_Breakdown,2027-01-05,3,0.6743,1.0,67.43,3,1484,3,Equipment failure
D015404,SC03851,R0044,Route,Transportation_Disruption,2027-01-07,9,0.8159,1.0,81.59,9,1306,9,Road closure
D015405,SC03852,S099,Supplier,Supplier_Failure,2027-01-01,6,0.1733,1.0,17.33,6,1387,6,Supplier outage
D015406,SC03852,C450,Component,Material_Shortage,2027-01-03,11,0.5678,1.0,56.78,11,1988,11,Component shortage
D015407,SC03852,F012,Factory,Factory_Breakdown,2027-01-05,7,0.4278,1.0,42.78,7,856,7,Equipment failure
D015408,SC03852,R0161,Route,Transportation_Disruption,2027-01-07,11,0.3752,1.0,37.52,11,1839,11,Road closure
D015409,SC03853,S048,Supplier,Supplier_Failure,2027-01-01,12,0.3618,1.0,36.18,12,1086,12,Supplier outage
D015410,SC03853,C437,Component,Material_Shortage,2027-01-03,4,0.5485,1.0,54.85,4,3291,4,Component shortage
D015411,SC03853,F013,Factory,Factory_Breakdown,2027-01-05,10,0.2042,1.0,20.42,10,1226,10,Equipment failure
D015412,SC03853,R0034,Route,Transportation_Disruption,2027-01-07,5,0.5508,1.0,55.08,5,2479,5,Road closure
D015413,SC03854,S046,Supplier,Supplier_Failure,2027-01-01,9,0.773,1.0,77.3,9,3286,9,Supplier outage
D015414,SC03854,C346,Component,Material_Shortage,2027-01-03,13,0.6712,1.0,67.12,13,4162,13,Component shortage
D015415,SC03854,F014,Factory,Factory_Breakdown,2027-01-05,10,0.3596,1.0,35.96,10,2428,10,Equipment failure
D015416,SC03854,R0053,Route,Transportation_Disruption,2027-01-07,14,0.829,1.0,82.9,14,2653,14,Road closure
D015417,SC03855,S026,Supplier,Supplier_Failure,2027-01-01,11,0.3568,1.0,35.68,11,357,11,Supplier outage
D015418,SC03855,C070,Component,Material_Shortage,2027-01-03,12,0.4192,1.0,41.92,12,1929,12,Component shortage
D015419,SC03855,F015,Factory,Factory_Breakdown,2027-01-05,14,0.2475,1.0,24.75,14,186,14,Equipment failure
D015420,SC03855,R0097,Route,Transportation_Disruption,2027-01-07,10,0.8182,1.0,81.82,10,5155,10,Road closure
D015421,SC03856,S042,Supplier,Supplier_Failure,2027-01-01,9,0.2317,1.0,23.17,9,1622,9,Supplier outage
D015422,SC03856,C425,Component,Material_Shortage,2027-01-03,4,0.5846,1.0,58.46,4,234,4,Component shortage
D015423,SC03856,F016,Factory,Factory_Breakdown,2027-01-05,10,0.4991,1.0,49.91,10,4243,10,Equipment failure
D015424,SC03856,R0050,Route,Transportation_Disruption,2027-01-07,2,0.2032,1.0,20.32,2,915,2,Road closure
D015425,SC03857,S071,Supplier,Supplier_Failure,2027-01-01,6,0.524,1.0,52.4,6,3066,6,Supplier outage
D015426,SC03857,C359,Component,Material_Shortage,2027-01-03,6,0.6362,1.0,63.62,6,4136,6,Component shortage
D015427,SC03857,F017,Factory,Factory_Breakdown,2027-01-05,5,0.5984,1.0,59.84,5,5087,5,Equipment failure
D015428,SC03857,R0118,Route,Transportation_Disruption,2027-01-07,5,0.6207,1.0,62.07,5,2483,5,Road closure
D015429,SC03858,S048,Supplier,Supplier_Failure,2027-01-01,3,0.7607,1.0,76.07,3,3157,3,Supplier outage
D015430,SC03858,C379,Component,Material_Shortage,2027-01-03,12,0.1598,1.0,15.98,12,799,12,Component shortage
D015431,SC03858,F018,Factory,Factory_Breakdown,2027-01-05,12,0.178,1.0,17.8,12,1068,12,Equipment failure
D015432,SC03858,R0157,Route,Transportation_Disruption,2027-01-07,3,0.7395,1.0,73.95,3,185,3,Road closure
D015433,SC03859,S029,Supplier,Supplier_Failure,2027-01-01,11,0.5779,1.0,57.79,11,5202,11,Supplier outage
D015434,SC03859,C132,Component,Material_Shortage,2027-01-03,2,0.5457,1.0,54.57,2,546,2,Component shortage
D015435,SC03859,F019,Factory,Factory_Breakdown,2027-01-05,10,0.1611,1.0,16.11,10,1402,10,Equipment failure
D015436,SC03859,R0113,Route,Transportation_Disruption,2027-01-07,11,0.614,1.0,61.4,11,4360,11,Road closure
D015437,SC03860,S094,Supplier,Supplier_Failure,2027-01-01,13,0.4739,1.0,47.39,13,711,13,Supplier outage
D015438,SC03860,C177,Component,Material_Shortage,2027-01-03,8,0.6831,1.0,68.31,8,1025,8,Component shortage
D015439,SC03860,F020,Factory,Factory_Breakdown,2027-01-05,4,0.5231,1.0,52.31,4,2878,4,Equipment failure
D015440,SC03860,R0078,Route,Transportation_Disruption,2027-01-07,5,0.5439,1.0,54.39,5,816,5,Road closure
D015441,SC03861,S072,Supplier,Supplier_Failure,2027-01-01,8,0.5678,1.0,56.78,8,3634,8,Supplier outage
D015442,SC03861,C283,Component,Material_Shortage,2027-01-03,3,0.1512,1.0,15.12,3,605,3,Component shortage
D015443,SC03861,F001,Factory,Factory_Breakdown,2027-01-05,13,0.6649,1.0,66.49,13,6583,13,Equipment failure
D015444,SC03861,R0183,Route,Transportation_Disruption,2027-01-07,12,0.5106,1.0,51.06,12,4800,12,Road closure
D015445,SC03862,S001,Supplier,Supplier_Failure,2027-01-01,10,0.3573,1.0,35.73,10,322,10,Supplier outage
D015446,SC03862,C263,Component,Material_Shortage,2027-01-03,4,0.3354,1.0,33.54,4,1677,4,Component shortage
D015447,SC03862,F002,Factory,Factory_Breakdown,2027-01-05,11,0.4518,1.0,45.18,11,4293,11,Equipment failure
D015448,SC03862,R0063,Route,Transportation_Disruption,2027-01-07,12,0.7283,1.0,72.83,12,6555,12,Road closure
D015449,SC03863,S082,Supplier,Supplier_Failure,2027-01-01,6,0.5314,1.0,53.14,6,2126,6,Supplier outage
D015450,SC03863,C175,Component,Material_Shortage,2027-01-03,2,0.6187,1.0,61.87,2,5136,2,Component shortage
D015451,SC03863,F003,Factory,Factory_Breakdown,2027-01-05,3,0.1793,1.0,17.93,3,897,3,Equipment failure
D015452,SC03863,R0029,Route,Transportation_Disruption,2027-01-07,6,0.7399,1.0,73.99,6,1998,6,Road closure
D015453,SC03864,S006,Supplier,Supplier_Failure,2027-01-01,7,0.3746,1.0,37.46,7,1780,7,Supplier outage
D015454,SC03864,C144,Component,Material_Shortage,2027-01-03,10,0.4005,1.0,40.05,10,1602,10,Component shortage
D015455,SC03864,F004,Factory,Factory_Breakdown,2027-01-05,10,0.8768,1.0,87.68,10,3946,10,Equipment failure
D015456,SC03864,R0011,Route,Transportation_Disruption,2027-01-07,3,0.2809,1.0,28.09,3,2107,3,Road closure
D015457,SC03865,S057,Supplier,Supplier_Failure,2027-01-01,5,0.2494,1.0,24.94,5,811,5,Supplier outage
D015458,SC03865,C262,Component,Material_Shortage,2027-01-03,10,0.6874,1.0,68.74,10,5740,10,Component shortage
D015459,SC03865,F005,Factory,Factory_Breakdown,2027-01-05,6,0.724,1.0,72.4,6,3403,6,Equipment failure
D015460,SC03865,R0092,Route,Transportation_Disruption,2027-01-07,12,0.231,1.0,23.1,12,786,12,Road closure
D015461,SC03866,S002,Supplier,Supplier_Failure,2027-01-01,9,0.3215,1.0,32.15,9,1383,9,Supplier outage
D015462,SC03866,C152,Component,Material_Shortage,2027-01-03,6,0.6429,1.0,64.29,6,2572,6,Component shortage
D015463,SC03866,F006,Factory,Factory_Breakdown,2027-01-05,2,0.2856,1.0,28.56,2,2071,2,Equipment failure
D015464,SC03866,R0143,Route,Transportation_Disruption,2027-01-07,13,0.3854,1.0,38.54,13,3084,13,Road closure
D015465,SC03867,S010,Supplier,Supplier_Failure,2027-01-01,5,0.5878,1.0,58.78,5,5291,5,Supplier outage
D015466,SC03867,C310,Component,Material_Shortage,2027-01-03,3,0.8897,1.0,88.97,3,3559,3,Component shortage
D015467,SC03867,F007,Factory,Factory_Breakdown,2027-01-05,3,0.7745,1.0,77.45,3,5461,3,Equipment failure
D015468,SC03867,R0016,Route,Transportation_Disruption,2027-01-07,7,0.419,1.0,41.9,7,3771,7,Road closure
D015469,SC03868,S078,Supplier,Supplier_Failure,2027-01-01,5,0.8386,1.0,83.86,5,210,5,Supplier outage
D015470,SC03868,C178,Component,Material_Shortage,2027-01-03,13,0.8206,1.0,82.06,13,7386,13,Component shortage
D015471,SC03868,F008,Factory,Factory_Breakdown,2027-01-05,14,0.7978,1.0,79.78,14,1038,14,Equipment failure
D015472,SC03868,R0194,Route,Transportation_Disruption,2027-01-07,13,0.1934,1.0,19.34,13,1354,13,Road closure
D015473,SC03869,S037,Supplier,Supplier_Failure,2027-01-01,11,0.584,1.0,58.4,11,1168,11,Supplier outage
D015474,SC03869,C002,Component,Material_Shortage,2027-01-03,13,0.5522,1.0,55.22,13,1381,13,Component shortage
D015475,SC03869,F009,Factory,Factory_Breakdown,2027-01-05,7,0.5359,1.0,53.59,7,5359,7,Equipment failure
D015476,SC03869,R0165,Route,Transportation_Disruption,2027-01-07,9,0.1892,1.0,18.92,9,946,9,Road closure
D015477,SC03870,S076,Supplier,Supplier_Failure,2027-01-01,13,0.3298,1.0,32.98,13,660,13,Supplier outage
D015478,SC03870,C444,Component,Material_Shortage,2027-01-03,10,0.2778,1.0,27.78,10,1667,10,Component shortage
D015479,SC03870,F010,Factory,Factory_Breakdown,2027-01-05,14,0.7105,1.0,71.05,14,1066,14,Equipment failure
D015480,SC03870,R0086,Route,Transportation_Disruption,2027-01-07,11,0.3453,1.0,34.53,11,829,11,Road closure
D015481,SC03871,S096,Supplier,Supplier_Failure,2027-01-01,5,0.6814,1.0,68.14,5,2931,5,Supplier outage
D015482,SC03871,C186,Component,Material_Shortage,2027-01-03,8,0.5143,1.0,51.43,8,3986,8,Component shortage
D015483,SC03871,F011,Factory,Factory_Breakdown,2027-01-05,8,0.7581,1.0,75.81,8,4360,8,Equipment failure
D015484,SC03871,R0041,Route,Transportation_Disruption,2027-01-07,7,0.6168,1.0,61.68,7,2252,7,Road closure
D015485,SC03872,S068,Supplier,Supplier_Failure,2027-01-01,4,0.7005,1.0,70.05,4,4484,4,Supplier outage
D015486,SC03872,C207,Component,Material_Shortage,2027-01-03,8,0.3107,1.0,31.07,8,1709,8,Component shortage
D015487,SC03872,F012,Factory,Factory_Breakdown,2027-01-05,6,0.6615,1.0,66.15,6,6285,6,Equipment failure
D015488,SC03872,R0136,Route,Transportation_Disruption,2027-01-07,3,0.4246,1.0,42.46,3,255,3,Road closure
D015489,SC03873,S073,Supplier,Supplier_Failure,2027-01-01,2,0.5155,1.0,51.55,2,3609,2,Supplier outage
D015490,SC03873,C248,Component,Material_Shortage,2027-01-03,3,0.8336,1.0,83.36,3,4168,3,Component shortage
D015491,SC03873,F013,Factory,Factory_Breakdown,2027-01-05,4,0.6144,1.0,61.44,4,5223,4,Equipment failure
D015492,SC03873,R0137,Route,Transportation_Disruption,2027-01-07,2,0.3771,1.0,37.71,2,2150,2,Road closure
D015493,SC03874,S046,Supplier,Supplier_Failure,2027-01-01,7,0.5948,1.0,59.48,7,4045,7,Supplier outage
D015494,SC03874,C127,Component,Material_Shortage,2027-01-03,3,0.8227,1.0,82.27,3,5430,3,Component shortage
D015495,SC03874,F014,Factory,Factory_Breakdown,2027-01-05,5,0.5184,1.0,51.84,5,2281,5,Equipment failure
D015496,SC03874,R0091,Route,Transportation_Disruption,2027-01-07,3,0.24,1.0,24.0,3,420,3,Road closure
D015497,SC03875,S026,Supplier,Supplier_Failure,2027-01-01,9,0.3542,1.0,35.42,9,3011,9,Supplier outage
D015498,SC03875,C135,Component,Material_Shortage,2027-01-03,2,0.4039,1.0,40.39,2,1212,2,Component shortage
D015499,SC03875,F015,Factory,Factory_Breakdown,2027-01-05,13,0.3964,1.0,39.64,13,298,13,Equipment failure
D015500,SC03875,R0160,Route,Transportation_Disruption,2027-01-07,3,0.7146,1.0,71.46,3,5539,3,Road closure
D015501,SC03876,S025,Supplier,Supplier_Failure,2027-01-01,4,0.2053,1.0,20.53,4,1027,4,Supplier outage
D015502,SC03876,C001,Component,Material_Shortage,2027-01-03,11,0.2838,1.0,28.38,11,2072,11,Component shortage
D015503,SC03876,F016,Factory,Factory_Breakdown,2027-01-05,14,0.5108,1.0,51.08,14,1533,14,Equipment failure
D015504,SC03876,R0149,Route,Transportation_Disruption,2027-01-07,9,0.733,1.0,73.3,9,733,9,Road closure
D015505,SC03877,S041,Supplier,Supplier_Failure,2027-01-01,6,0.5519,1.0,55.19,6,5299,6,Supplier outage
D015506,SC03877,C411,Component,Material_Shortage,2027-01-03,2,0.5257,1.0,52.57,2,2366,2,Component shortage
D015507,SC03877,F017,Factory,Factory_Breakdown,2027-01-05,4,0.5587,1.0,55.87,4,4749,4,Equipment failure
D015508,SC03877,R0179,Route,Transportation_Disruption,2027-01-07,8,0.7371,1.0,73.71,8,4607,8,Road closure
D015509,SC03878,S078,Supplier,Supplier_Failure,2027-01-01,3,0.6384,1.0,63.84,3,2873,3,Supplier outage
D015510,SC03878,C438,Component,Material_Shortage,2027-01-03,10,0.5487,1.0,54.87,10,3320,10,Component shortage
D015511,SC03878,F018,Factory,Factory_Breakdown,2027-01-05,12,0.2086,1.0,20.86,12,1878,12,Equipment failure
D015512,SC03878,R0157,Route,Transportation_Disruption,2027-01-07,9,0.34,1.0,34.0,9,2295,9,Road closure
D015513,SC03879,S074,Supplier,Supplier_Failure,2027-01-01,5,0.2956,1.0,29.56,5,2543,5,Supplier outage
D015514,SC03879,C374,Component,Material_Shortage,2027-01-03,10,0.6184,1.0,61.84,10,3896,10,Component shortage
D015515,SC03879,F019,Factory,Factory_Breakdown,2027-01-05,8,0.7236,1.0,72.36,8,6513,8,Equipment failure
D015516,SC03879,R0113,Route,Transportation_Disruption,2027-01-07,8,0.6846,1.0,68.46,8,685,8,Road closure
D015517,SC03880,S055,Supplier,Supplier_Failure,2027-01-01,8,0.453,1.0,45.3,8,1133,8,Supplier outage
D015518,SC03880,C294,Component,Material_Shortage,2027-01-03,4,0.8534,1.0,85.34,4,7681,4,Component shortage
D015519,SC03880,F020,Factory,Factory_Breakdown,2027-01-05,12,0.7541,1.0,75.41,12,5279,12,Equipment failure
D015520,SC03880,R0078,Route,Transportation_Disruption,2027-01-07,6,0.5121,1.0,51.21,6,2305,6,Road closure
D015521,SC03881,S083,Supplier,Supplier_Failure,2027-01-01,9,0.3857,1.0,38.57,9,116,9,Supplier outage
D015522,SC03881,C030,Component,Material_Shortage,2027-01-03,8,0.6594,1.0,65.94,8,3363,8,Component shortage
D015523,SC03881,F001,Factory,Factory_Breakdown,2027-01-05,10,0.8551,1.0,85.51,10,7696,10,Equipment failure
D015524,SC03881,R0060,Route,Transportation_Disruption,2027-01-07,11,0.8438,1.0,84.38,11,8354,11,Road closure
D015525,SC03882,S036,Supplier,Supplier_Failure,2027-01-01,13,0.7247,1.0,72.47,13,4784,13,Supplier outage
D015526,SC03882,C406,Component,Material_Shortage,2027-01-03,10,0.6196,1.0,61.96,10,1240,10,Component shortage
D015527,SC03882,F002,Factory,Factory_Breakdown,2027-01-05,7,0.3095,1.0,30.95,7,1857,7,Equipment failure
D015528,SC03882,R0038,Route,Transportation_Disruption,2027-01-07,11,0.1524,1.0,15.24,11,1189,11,Road closure
D015529,SC03883,S015,Supplier,Supplier_Failure,2027-01-01,6,0.7861,1.0,78.61,6,7154,6,Supplier outage
D015530,SC03883,C408,Component,Material_Shortage,2027-01-03,7,0.7345,1.0,73.45,7,2204,7,Component shortage
D015531,SC03883,F003,Factory,Factory_Breakdown,2027-01-05,7,0.7943,1.0,79.43,7,795,7,Equipment failure
D015532,SC03883,R0150,Route,Transportation_Disruption,2027-01-07,5,0.4389,1.0,43.89,5,1405,5,Road closure
D015533,SC03884,S015,Supplier,Supplier_Failure,2027-01-01,3,0.8601,1.0,86.01,3,6881,3,Supplier outage
D015534,SC03884,C441,Component,Material_Shortage,2027-01-03,10,0.887,1.0,88.7,10,7983,10,Component shortage
D015535,SC03884,F004,Factory,Factory_Breakdown,2027-01-05,2,0.4777,1.0,47.77,2,4777,2,Equipment failure
D015536,SC03884,R0088,Route,Transportation_Disruption,2027-01-07,4,0.4904,1.0,49.04,4,3188,4,Road closure
D015537,SC03885,S084,Supplier,Supplier_Failure,2027-01-01,4,0.8287,1.0,82.87,4,4766,4,Supplier outage
D015538,SC03885,C370,Component,Material_Shortage,2027-01-03,2,0.8731,1.0,87.31,2,6985,2,Component shortage
D015539,SC03885,F005,Factory,Factory_Breakdown,2027-01-05,2,0.34,1.0,34.0,2,1190,2,Equipment failure
D015540,SC03885,R0168,Route,Transportation_Disruption,2027-01-07,9,0.6793,1.0,67.93,9,4756,9,Road closure
D015541,SC03886,S002,Supplier,Supplier_Failure,2027-01-01,10,0.5551,1.0,55.51,10,4275,10,Supplier outage
D015542,SC03886,C142,Component,Material_Shortage,2027-01-03,12,0.4146,1.0,41.46,12,560,12,Component shortage
D015543,SC03886,F006,Factory,Factory_Breakdown,2027-01-05,5,0.3795,1.0,37.95,5,380,5,Equipment failure
D015544,SC03886,R0182,Route,Transportation_Disruption,2027-01-07,2,0.8305,1.0,83.05,2,4983,2,Road closure
D015545,SC03887,S010,Supplier,Supplier_Failure,2027-01-01,13,0.2845,1.0,28.45,13,1707,13,Supplier outage
D015546,SC03887,C384,Component,Material_Shortage,2027-01-03,3,0.7562,1.0,75.62,3,946,3,Component shortage
D015547,SC03887,F007,Factory,Factory_Breakdown,2027-01-05,14,0.2017,1.0,20.17,14,1816,14,Equipment failure
D015548,SC03887,R0170,Route,Transportation_Disruption,2027-01-07,4,0.2093,1.0,20.93,4,921,4,Road closure
D015549,SC03888,S100,Supplier,Supplier_Failure,2027-01-01,10,0.8039,1.0,80.39,10,6994,10,Supplier outage
D015550,SC03888,C400,Component,Material_Shortage,2027-01-03,4,0.3628,1.0,36.28,4,218,4,Component shortage
D015551,SC03888,F008,Factory,Factory_Breakdown,2027-01-05,8,0.6101,1.0,61.01,8,977,8,Equipment failure
D015552,SC03888,R0200,Route,Transportation_Disruption,2027-01-07,8,0.3354,1.0,33.54,8,269,8,Road closure
D015553,SC03889,S053,Supplier,Supplier_Failure,2027-01-01,14,0.7435,1.0,74.35,14,2157,14,Supplier outage
D015554,SC03889,C103,Component,Material_Shortage,2027-01-03,10,0.5405,1.0,54.05,10,541,10,Component shortage
D015555,SC03889,F009,Factory,Factory_Breakdown,2027-01-05,8,0.3607,1.0,36.07,8,3355,8,Equipment failure
D015556,SC03889,R0062,Route,Transportation_Disruption,2027-01-07,7,0.6118,1.0,61.18,7,5354,7,Road closure
D015557,SC03890,S045,Supplier,Supplier_Failure,2027-01-01,11,0.7882,1.0,78.82,11,631,11,Supplier outage
D015558,SC03890,C444,Component,Material_Shortage,2027-01-03,12,0.5397,1.0,53.97,12,4858,12,Component shortage
D015559,SC03890,F010,Factory,Factory_Breakdown,2027-01-05,5,0.4926,1.0,49.26,5,493,5,Equipment failure
D015560,SC03890,R0199,Route,Transportation_Disruption,2027-01-07,12,0.7272,1.0,72.72,12,4000,12,Road closure
D015561,SC03891,S022,Supplier,Supplier_Failure,2027-01-01,9,0.5512,1.0,55.12,9,4961,9,Supplier outage
D015562,SC03891,C061,Component,Material_Shortage,2027-01-03,5,0.1846,1.0,18.46,5,185,5,Component shortage
D015563,SC03891,F011,Factory,Factory_Breakdown,2027-01-05,3,0.2846,1.0,28.46,3,1253,3,Equipment failure
D015564,SC03891,R0188,Route,Transportation_Disruption,2027-01-07,2,0.3858,1.0,38.58,2,2315,2,Road closure
D015565,SC03892,S081,Supplier,Supplier_Failure,2027-01-01,14,0.6079,1.0,60.79,14,3466,14,Supplier outage
D015566,SC03892,C468,Component,Material_Shortage,2027-01-03,6,0.572,1.0,57.2,6,5091,6,Component shortage
D015567,SC03892,F012,Factory,Factory_Breakdown,2027-01-05,13,0.5491,1.0,54.91,13,4942,13,Equipment failure
D015568,SC03892,R0197,Route,Transportation_Disruption,2027-01-07,7,0.7228,1.0,72.28,7,723,7,Road closure
D015569,SC03893,S073,Supplier,Supplier_Failure,2027-01-01,10,0.6872,1.0,68.72,10,4124,10,Supplier outage
D015570,SC03893,C476,Component,Material_Shortage,2027-01-03,8,0.6982,1.0,69.82,8,6354,8,Component shortage
D015571,SC03893,F013,Factory,Factory_Breakdown,2027-01-05,9,0.3386,1.0,33.86,9,2066,9,Equipment failure
D015572,SC03893,R0096,Route,Transportation_Disruption,2027-01-07,3,0.6584,1.0,65.84,3,5926,3,Road closure
D015573,SC03894,S027,Supplier,Supplier_Failure,2027-01-01,9,0.4884,1.0,48.84,9,4396,9,Supplier outage
D015574,SC03894,C246,Component,Material_Shortage,2027-01-03,2,0.8821,1.0,88.21,2,2647,2,Component shortage
D015575,SC03894,F014,Factory,Factory_Breakdown,2027-01-05,11,0.4014,1.0,40.14,11,3091,11,Equipment failure
D015576,SC03894,R0053,Route,Transportation_Disruption,2027-01-07,8,0.8894,1.0,88.94,8,1779,8,Road closure
