route_id,origin_id,destination_id,transport_mode,distance_km,normal_transit_days,route_capacity,cost_per_unit,weather_risk,congestion_risk,geopolitical_risk,alternative_route_available,estimated_transit_cost
R0915,W002,W025,Road,746.61,2,10000,0.1247,0.12,0.18,0.03,True,37.4
R0916,W002,W025,Air,622.17,1,10000,0.2989,0.12,0.18,0.03,True,52.33
R0917,W002,W016,Road,144.79,1,10000,0.0645,0.12,0.18,0.03,True,19.34
R0918,W002,W016,Air,120.66,1,10000,0.0983,0.12,0.18,0.03,True,22.24
R0919,W013,W009,Road,282.96,1,10000,0.0783,0.12,0.18,0.03,True,23.49
R0920,W013,W009,Air,235.8,1,10000,0.1443,0.12,0.18,0.03,True,29.15
R0921,W013,W005,Road,1505.92,3,10000,0.2006,0.12,0.18,0.03,True,60.18
R0922,W013,W005,Air,1254.93,1,10000,0.552,0.12,0.18,0.03,True,90.3
R0923,W002,W020,Road,1196.55,3,10000,0.1697,0.12,0.18,0.03,True,50.9
R0924,W002,W020,Air,997.12,1,10000,0.4488,0.12,0.18,0.03,True,74.83
R0925,W010,W029,Road,2126.6,4,10000,0.2627,0.12,0.18,0.03,True,78.8
R0926,W010,W029,Air,1772.17,1,10000,0.7589,0.12,0.18,0.03,True,121.33
R0927,W026,W016,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,True,15.04
R0928,W026,W016,Air,1,1,10000,0.0504,0.12,0.18,0.03,True,15.06
R0929,W014,W030,Road,511.04,1,10000,0.1011,0.12,0.18,0.03,True,30.33
R0930,W014,W030,Air,425.86,1,10000,0.2203,0.12,0.18,0.03,True,40.55
R0931,W028,W022,Road,527.14,1,10000,0.1027,0.12,0.18,0.03,True,30.81
R0932,W028,W022,Air,439.29,1,10000,0.2257,0.12,0.18,0.03,True,41.36
R0933,W013,W006,Road,1407.88,3,10000,0.1908,0.12,0.18,0.03,True,57.24
R0934,W013,W006,Air,1173.23,1,10000,0.5193,0.12,0.18,0.03,True,85.39
R0935,W013,W019,Road,282.07,1,10000,0.0782,0.12,0.18,0.03,True,23.46
R0936,W013,W019,Air,235.06,1,10000,0.144,0.12,0.18,0.03,True,29.1
R0937,W006,W025,Road,607.6,2,10000,0.1108,0.12,0.18,0.03,True,33.23
R0938,W006,W025,Air,506.34,1,10000,0.2525,0.12,0.18,0.03,True,45.38
R0939,W011,W013,Road,2087.44,4,10000,0.2587,0.12,0.18,0.03,True,77.62
R0940,W011,W013,Air,1739.53,1,10000,0.7458,0.12,0.18,0.03,True,119.37
R0941,W014,W006,Road,1097.09,2,10000,0.1597,0.12,0.18,0.03,True,47.91
R0942,W014,W006,Air,914.24,1,10000,0.4157,0.12,0.18,0.03,True,69.85
R0943,W027,W012,Road,1985.51,4,10000,0.2486,0.12,0.18,0.03,True,74.57
R0944,W027,W012,Air,1654.59,1,10000,0.7118,0.12,0.18,0.03,True,114.28
R0945,W011,W005,Road,600.27,2,10000,0.11,0.12,0.18,0.03,True,33.01
R0946,W011,W005,Air,500.23,1,10000,0.2501,0.12,0.18,0.03,True,45.01
R0947,W008,W015,Road,1055.05,2,10000,0.1555,0.12,0.18,0.03,True,46.65
R0948,W008,W015,Air,879.21,1,10000,0.4017,0.12,0.18,0.03,True,67.75
R0949,W002,W013,Road,1377.53,3,10000,0.1878,0.12,0.18,0.03,True,56.33
R0950,W002,W013,Air,1147.94,1,10000,0.5092,0.12,0.18,0.03,True,83.88
R0951,W016,W027,Road,1890.23,4,10000,0.239,0.12,0.18,0.03,True,71.71
R0952,W016,W027,Air,1575.19,1,10000,0.6801,0.12,0.18,0.03,True,109.51
R0953,W019,W013,Road,282.07,1,10000,0.0782,0.12,0.18,0.03,True,23.46
R0954,W019,W013,Air,235.06,1,10000,0.144,0.12,0.18,0.03,True,29.1
R0955,W006,W011,Road,881.64,2,10000,0.1382,0.12,0.18,0.03,True,41.45
R0956,W006,W011,Air,734.7,1,10000,0.3439,0.12,0.18,0.03,True,59.08
R0957,W012,W014,Road,1239.98,3,10000,0.174,0.12,0.18,0.03,True,52.2
R0958,W012,W014,Air,1033.32,1,10000,0.4633,0.12,0.18,0.03,True,77.0
R0959,W025,W024,Road,619.05,2,10000,0.1119,0.12,0.18,0.03,True,33.57
R0960,W025,W024,Air,515.87,1,10000,0.2563,0.12,0.18,0.03,True,45.95
R0961,W022,W002,Road,1.84,1,10000,0.0502,0.12,0.18,0.03,True,15.06
R0962,W022,W002,Air,1.53,1,10000,0.0506,0.12,0.18,0.03,True,15.09
R0963,W025,W012,Road,746.19,2,10000,0.1246,0.12,0.18,0.03,True,37.39
R0964,W025,W012,Air,621.83,1,10000,0.2987,0.12,0.18,0.03,True,52.31
R0965,W025,W030,Road,872.68,2,10000,0.1373,0.12,0.18,0.03,True,41.18
R0966,W025,W030,Air,727.23,1,10000,0.3409,0.12,0.18,0.03,True,58.63
R0967,W026,W018,Road,621.15,2,10000,0.1121,0.12,0.18,0.03,True,33.63
R0968,W026,W018,Air,517.62,1,10000,0.257,0.12,0.18,0.03,True,46.06
R0969,W030,W015,Road,871.89,2,10000,0.1372,0.12,0.18,0.03,True,41.16
R0970,W030,W015,Air,726.57,1,10000,0.3406,0.12,0.18,0.03,True,58.59
R0971,W017,W028,Road,1941.66,4,10000,0.2442,0.12,0.18,0.03,True,73.25
R0972,W017,W028,Air,1618.05,1,10000,0.6972,0.12,0.18,0.03,True,112.08
R0973,W006,W024,Road,1097.13,2,10000,0.1597,0.12,0.18,0.03,True,47.91
R0974,W006,W024,Air,914.27,1,10000,0.4157,0.12,0.18,0.03,True,69.86
R0975,W015,W001,Road,601.83,2,10000,0.1102,0.12,0.18,0.03,True,33.05
R0976,W015,W001,Air,501.52,1,10000,0.2506,0.12,0.18,0.03,True,45.09
R0977,W006,W015,Road,607.16,2,10000,0.1107,0.12,0.18,0.03,True,33.21
R0978,W006,W015,Air,505.97,1,10000,0.2524,0.12,0.18,0.03,True,45.36
R0979,W005,W001,Road,601.05,2,10000,0.1101,0.12,0.18,0.03,True,33.03
R0980,W005,W001,Air,500.88,1,10000,0.2504,0.12,0.18,0.03,True,45.05
R0981,W020,W028,Road,1696.32,4,10000,0.2196,0.12,0.18,0.03,True,65.89
R0982,W020,W028,Air,1413.6,1,10000,0.6154,0.12,0.18,0.03,True,99.82
R0983,W015,W004,Road,619.43,2,10000,0.1119,0.12,0.18,0.03,True,33.58
R0984,W015,W004,Air,516.19,1,10000,0.2565,0.12,0.18,0.03,True,45.97
R0985,W020,W001,Road,272.05,1,10000,0.0772,0.12,0.18,0.03,True,23.16
R0986,W020,W001,Air,226.7,1,10000,0.1407,0.12,0.18,0.03,True,28.6
R0987,W023,W030,Road,2347.31,5,10000,0.2847,0.12,0.18,0.03,True,85.42
R0988,W023,W030,Air,1956.09,1,10000,0.8324,0.12,0.18,0.03,True,132.37
R0989,W024,W001,Road,350.06,1,10000,0.085,0.12,0.18,0.03,True,25.5
R0990,W024,W001,Air,291.72,1,10000,0.1667,0.12,0.18,0.03,True,32.5
R0991,W030,W014,Road,511.04,1,10000,0.1011,0.12,0.18,0.03,True,30.33
R0992,W030,W014,Air,425.86,1,10000,0.2203,0.12,0.18,0.03,True,40.55
R0993,W026,W013,Road,1406.25,3,10000,0.1906,0.12,0.18,0.03,True,57.19
R0994,W026,W013,Air,1171.87,1,10000,0.5187,0.12,0.18,0.03,True,85.31
R0995,W030,W013,Road,2346.63,5,10000,0.2847,0.12,0.18,0.03,True,85.4
R0996,W030,W013,Air,1955.53,1,10000,0.8322,0.12,0.18,0.03,True,132.33
R0997,W018,W007,Road,1941.73,4,10000,0.2442,0.12,0.18,0.03,True,73.25
R0998,W018,W007,Air,1618.11,1,10000,0.6972,0.12,0.18,0.03,True,112.09
R0999,W012,W008,Road,526.52,1,10000,0.1027,0.12,0.18,0.03,True,30.8
R1000,W012,W008,Air,438.77,1,10000,0.2255,0.12,0.18,0.03,True,41.33
