supplier_id,component_id,date,supplier_capacity_units,supplier_committed_units,supplier_available_units,component_capacity_units,component_committed_units,component_available_units,unit_cost_usd,lead_time_days,minimum_order_qty
S085,C185,2027-01-15,50000,17000,33000,10000,4100,5900,16.30,3,100
S085,C285,2027-01-15,50000,17000,33000,10000,3700,6300,16.30,3,50
S085,C385,2027-01-15,50000,17000,33000,10000,2500,7500,16.30,3,100
S085,C485,2027-01-15,50000,17000,33000,10000,3300,6700,16.30,3,1000
S085,C085,2027-01-16,50000,22300,27700,10000,4200,5800,16.30,3,250
S085,C185,2027-01-16,50000,22300,27700,10000,5600,4400,16.30,3,100
S085,C285,2027-01-16,50000,22300,27700,10000,2000,8000,16.30,3,50
S085,C385,2027-01-16,50000,22300,27700,10000,5300,4700,16.30,3,100
S085,C485,2027-01-16,50000,22300,27700,10000,5200,4800,16.30,3,1000
S085,C085,2027-01-17,50000,18800,31200,10000,4400,5600,16.30,3,250
S085,C185,2027-01-17,50000,18800,31200,10000,5200,4800,16.30,3,100
S085,C285,2027-01-17,50000,18800,31200,10000,3400,6600,16.30,3,50
S085,C385,2027-01-17,50000,18800,31200,10000,2900,7100,16.30,3,100
S085,C485,2027-01-17,50000,18800,31200,10000,2900,7100,16.30,3,1000
S085,C085,2027-01-18,50000,18600,31400,10000,3800,6200,16.30,3,250
S085,C185,2027-01-18,50000,18600,31400,10000,2200,7800,16.30,3,100
S085,C285,2027-01-18,50000,18600,31400,10000,3400,6600,16.30,3,50
S085,C385,2027-01-18,50000,18600,31400,10000,4000,6000,16.30,3,100
S085,C485,2027-01-18,50000,18600,31400,10000,5200,4800,16.30,3,1000
S085,C085,2027-01-19,50000,23800,26200,10000,6000,4000,16.30,3,250
S085,C185,2027-01-19,50000,23800,26200,10000,3800,6200,16.30,3,100
S085,C285,2027-01-19,50000,23800,26200,10000,5500,4500,16.30,3,50
S085,C385,2027-01-19,50000,23800,26200,10000,5000,5000,16.30,3,100
S085,C485,2027-01-19,50000,23800,26200,10000,3500,6500,16.30,3,1000
S085,C085,2027-01-20,50000,17200,32800,10000,2300,7700,16.30,3,250
S085,C185,2027-01-20,50000,17200,32800,10000,2600,7400,16.30,3,100
S085,C285,2027-01-20,50000,17200,32800,10000,2800,7200,16.30,3,50
S085,C385,2027-01-20,50000,17200,32800,10000,5100,4900,16.30,3,100
S085,C485,2027-01-20,50000,17200,32800,10000,4400,5600,16.30,3,1000
S085,C085,2027-01-21,50000,22800,27200,10000,5000,5000,16.30,3,250
S085,C185,2027-01-21,50000,22800,27200,10000,5600,4400,16.30,3,100
S085,C285,2027-01-21,50000,22800,27200,10000,5300,4700,16.30,3,50
S085,C385,2027-01-21,50000,22800,27200,10000,4600,5400,16.30,3,100
S085,C485,2027-01-21,50000,22800,27200,10000,2300,7700,16.30,3,1000
S085,C085,2027-01-22,50000,21700,28300,10000,4800,5200,16.30,3,250
S085,C185,2027-01-22,50000,21700,28300,10000,5000,5000,16.30,3,100
S085,C285,2027-01-22,50000,21700,28300,10000,5600,4400,16.30,3,50
S085,C385,2027-01-22,50000,21700,28300,10000,3200,6800,16.30,3,100
S085,C485,2027-01-22,50000,21700,28300,10000,3100,6900,16.30,3,1000
S085,C085,2027-01-23,50000,20800,29200,10000,4600,5400,16.30,3,250
S085,C185,2027-01-23,50000,20800,29200,10000,4400,5600,16.30,3,100
S085,C285,2027-01-23,50000,20800,29200,10000,2000,8000,16.30,3,50
S085,C385,2027-01-23,50000,20800,29200,10000,4300,5700,16.30,3,100
S085,C485,2027-01-23,50000,20800,29200,10000,5500,4500,16.30,3,1000
S085,C085,2027-01-24,50000,19700,30300,10000,4200,5800,16.30,3,250
S085,C185,2027-01-24,50000,19700,30300,10000,4400,5600,16.30,3,100
S085,C285,2027-01-24,50000,19700,30300,10000,2500,7500,16.30,3,50
S085,C385,2027-01-24,50000,19700,30300,10000,3700,6300,16.30,3,100
S085,C485,2027-01-24,50000,19700,30300,10000,4900,5100,16.30,3,1000
S085,C085,2027-01-25,50000,18600,31400,10000,3700,6300,16.30,3,250
S085,C185,2027-01-25,50000,18600,31400,10000,3800,6200,16.30,3,100
S085,C285,2027-01-25,50000,18600,31400,10000,2300,7700,16.30,3,50
S085,C385,2027-01-25,50000,18600,31400,10000,3500,6500,16.30,3,100
S085,C485,2027-01-25,50000,18600,31400,10000,5300,4700,16.30,3,1000
S085,C085,2027-01-26,50000,21700,28300,10000,4200,5800,16.30,3,250
S085,C185,2027-01-26,50000,21700,28300,10000,5800,4200,16.30,3,100
S085,C285,2027-01-26,50000,21700,28300,10000,5300,4700,16.30,3,50
S085,C385,2027-01-26,50000,21700,28300,10000,2700,7300,16.30,3,100
S085,C485,2027-01-26,50000,21700,28300,10000,3700,6300,16.30,3,1000
S085,C085,2027-01-27,50000,17400,32600,10000,5700,4300,16.30,3,250
S085,C185,2027-01-27,50000,17400,32600,10000,2500,7500,16.30,3,100
S085,C285,2027-01-27,50000,17400,32600,10000,2100,7900,16.30,3,50
S085,C385,2027-01-27,50000,17400,32600,10000,3000,7000,16.30,3,100
S085,C485,2027-01-27,50000,17400,32600,10000,4100,5900,16.30,3,1000
S085,C085,2027-01-28,50000,16500,33500,10000,3300,6700,16.30,3,250
S085,C185,2027-01-28,50000,16500,33500,10000,4000,6000,16.30,3,100
S085,C285,2027-01-28,50000,16500,33500,10000,2600,7400,16.30,3,50
S085,C385,2027-01-28,50000,16500,33500,10000,3700,6300,16.30,3,100
S085,C485,2027-01-28,50000,16500,33500,10000,2900,7100,16.30,3,1000
S085,C085,2027-01-29,50000,20900,29100,10000,5000,5000,16.30,3,250
S085,C185,2027-01-29,50000,20900,29100,10000,5700,4300,16.30,3,100
S085,C285,2027-01-29,50000,20900,29100,10000,2900,7100,16.30,3,50
S085,C385,2027-01-29,50000,20900,29100,10000,4600,5400,16.30,3,100
S085,C485,2027-01-29,50000,20900,29100,10000,2700,7300,16.30,3,1000
S085,C085,2027-01-30,50000,19900,30100,10000,5500,4500,16.30,3,250
S085,C185,2027-01-30,50000,19900,30100,10000,2800,7200,16.30,3,100
S085,C285,2027-01-30,50000,19900,30100,10000,4000,6000,16.30,3,50
S085,C385,2027-01-30,50000,19900,30100,10000,2600,7400,16.30,3,100
S085,C485,2027-01-30,50000,19900,30100,10000,5000,5000,16.30,3,1000
S085,C085,2027-01-31,50000,20100,29900,10000,4200,5800,16.30,3,250
S085,C185,2027-01-31,50000,20100,29900,10000,3900,6100,16.30,3,100
S085,C285,2027-01-31,50000,20100,29900,10000,2400,7600,16.30,3,50
S085,C385,2027-01-31,50000,20100,29900,10000,5000,5000,16.30,3,100
S085,C485,2027-01-31,50000,20100,29900,10000,4600,5400,16.30,3,1000
S086,C086,2027-01-01,50000,19500,30500,10000,4200,5800,16.75,13,250
S086,C186,2027-01-01,50000,19500,30500,10000,5400,4600,16.75,13,250
S086,C286,2027-01-01,50000,19500,30500,10000,2300,7700,16.75,13,100
S086,C386,2027-01-01,50000,19500,30500,10000,4600,5400,16.75,13,50
S086,C486,2027-01-01,50000,19500,30500,10000,3000,7000,16.75,13,500
S086,C086,2027-01-02,50000,20600,29400,10000,4300,5700,16.75,13,250
S086,C186,2027-01-02,50000,20600,29400,10000,5200,4800,16.75,13,250
S086,C286,2027-01-02,50000,20600,29400,10000,3500,6500,16.75,13,100
S086,C386,2027-01-02,50000,20600,29400,10000,5500,4500,16.75,13,50
S086,C486,2027-01-02,50000,20600,29400,10000,2100,7900,16.75,13,500
S086,C086,2027-01-03,50000,20800,29200,10000,2200,7800,16.75,13,250
S086,C186,2027-01-03,50000,20800,29200,10000,4600,5400,16.75,13,250
S086,C286,2027-01-03,50000,20800,29200,10000,6000,4000,16.75,13,100
S086,C386,2027-01-03,50000,20800,29200,10000,2100,7900,16.75,13,50
S086,C486,2027-01-03,50000,20800,29200,10000,5900,4100,16.75,13,500
S086,C086,2027-01-04,50000,24800,25200,10000,3900,6100,16.75,13,250
S086,C186,2027-01-04,50000,24800,25200,10000,5600,4400,16.75,13,250
S086,C286,2027-01-04,50000,24800,25200,10000,4700,5300,16.75,13,100
S086,C386,2027-01-04,50000,24800,25200,10000,5500,4500,16.75,13,50
S086,C486,2027-01-04,50000,24800,25200,10000,5100,4900,16.75,13,500
S086,C086,2027-01-05,50000,21000,29000,10000,4600,5400,16.75,13,250
S086,C186,2027-01-05,50000,21000,29000,10000,5900,4100,16.75,13,250
S086,C286,2027-01-05,50000,21000,29000,10000,2200,7800,16.75,13,100
S086,C386,2027-01-05,50000,21000,29000,10000,3900,6100,16.75,13,50
S086,C486,2027-01-05,50000,21000,29000,10000,4400,5600,16.75,13,500
S086,C086,2027-01-06,50000,19000,31000,10000,5500,4500,16.75,13,250
S086,C186,2027-01-06,50000,19000,31000,10000,2300,7700,16.75,13,250
S086,C286,2027-01-06,50000,19000,31000,10000,5800,4200,16.75,13,100
S086,C386,2027-01-06,50000,19000,31000,10000,3000,7000,16.75,13,50
S086,C486,2027-01-06,50000,19000,31000,10000,2400,7600,16.75,13,500
S086,C086,2027-01-07,50000,20600,29400,10000,5400,4600,16.75,13,250
S086,C186,2027-01-07,50000,20600,29400,10000,3100,6900,16.75,13,250
S086,C286,2027-01-07,50000,20600,29400,10000,3000,7000,16.75,13,100
S086,C386,2027-01-07,50000,20600,29400,10000,5700,4300,16.75,13,50
S086,C486,2027-01-07,50000,20600,29400,10000,3400,6600,16.75,13,500
S086,C086,2027-01-08,50000,17100,32900,10000,2900,7100,16.75,13,250
S086,C186,2027-01-08,50000,17100,32900,10000,2300,7700,16.75,13,250
S086,C286,2027-01-08,50000,17100,32900,10000,3400,6600,16.75,13,100
S086,C386,2027-01-08,50000,17100,32900,10000,5300,4700,16.75,13,50
S086,C486,2027-01-08,50000,17100,32900,10000,3200,6800,16.75,13,500
S086,C086,2027-01-09,50000,21500,28500,10000,5800,4200,16.75,13,250
S086,C186,2027-01-09,50000,21500,28500,10000,4100,5900,16.75,13,250
S086,C286,2027-01-09,50000,21500,28500,10000,3400,6600,16.75,13,100
S086,C386,2027-01-09,50000,21500,28500,10000,3100,6900,16.75,13,50
S086,C486,2027-01-09,50000,21500,28500,10000,5100,4900,16.75,13,500
S086,C086,2027-01-10,50000,19900,30100,10000,4500,5500,16.75,13,250
S086,C186,2027-01-10,50000,19900,30100,10000,3100,6900,16.75,13,250
S086,C286,2027-01-10,50000,19900,30100,10000,3000,7000,16.75,13,100
S086,C386,2027-01-10,50000,19900,30100,10000,4400,5600,16.75,13,50
S086,C486,2027-01-10,50000,19900,30100,10000,4900,5100,16.75,13,500
S086,C086,2027-01-11,50000,26200,23800,10000,4900,5100,16.75,13,250
S086,C186,2027-01-11,50000,26200,23800,10000,5900,4100,16.75,13,250
S086,C286,2027-01-11,50000,26200,23800,10000,5800,4200,16.75,13,100
S086,C386,2027-01-11,50000,26200,23800,10000,3900,6100,16.75,13,50
S086,C486,2027-01-11,50000,26200,23800,10000,5700,4300,16.75,13,500
S086,C086,2027-01-12,50000,18200,31800,10000,5400,4600,16.75,13,250
S086,C186,2027-01-12,50000,18200,31800,10000,4300,5700,16.75,13,250
S086,C286,2027-01-12,50000,18200,31800,10000,2700,7300,16.75,13,100
S086,C386,2027-01-12,50000,18200,31800,10000,3000,7000,16.75,13,50
S086,C486,2027-01-12,50000,18200,31800,10000,2800,7200,16.75,13,500
S086,C086,2027-01-13,50000,20000,30000,10000,2800,7200,16.75,13,250
S086,C186,2027-01-13,50000,20000,30000,10000,3100,6900,16.75,13,250
S086,C286,2027-01-13,50000,20000,30000,10000,3700,6300,16.75,13,100
S086,C386,2027-01-13,50000,20000,30000,10000,5800,4200,16.75,13,50
S086,C486,2027-01-13,50000,20000,30000,10000,4600,5400,16.75,13,500
S086,C086,2027-01-14,50000,15700,34300,10000,2600,7400,16.75,13,250
S086,C186,2027-01-14,50000,15700,34300,10000,3300,6700,16.75,13,250
S086,C286,2027-01-14,50000,15700,34300,10000,2500,7500,16.75,13,100
S086,C386,2027-01-14,50000,15700,34300,10000,4100,5900,16.75,13,50
S086,C486,2027-01-14,50000,15700,34300,10000,3200,6800,16.75,13,500
S086,C086,2027-01-15,50000,19300,30700,10000,4600,5400,16.75,13,250
S086,C186,2027-01-15,50000,19300,30700,10000,4800,5200,16.75,13,250
S086,C286,2027-01-15,50000,19300,30700,10000,5100,4900,16.75,13,100
S086,C386,2027-01-15,50000,19300,30700,10000,2300,7700,16.75,13,50
S086,C486,2027-01-15,50000,19300,30700,10000,2500,7500,16.75,13,500
S086,C086,2027-01-16,50000,14600,35400,10000,4600,5400,16.75,13,250
S086,C186,2027-01-16,50000,14600,35400,10000,2200,7800,16.75,13,250
S086,C286,2027-01-16,50000,14600,35400,10000,3800,6200,16.75,13,100
S086,C386,2027-01-16,50000,14600,35400,10000,2000,8000,16.75,13,50
S086,C486,2027-01-16,50000,14600,35400,10000,2000,8000,16.75,13,500
S086,C086,2027-01-17,50000,19300,30700,10000,3100,6900,16.75,13,250
S086,C186,2027-01-17,50000,19300,30700,10000,4300,5700,16.75,13,250
S086,C286,2027-01-17,50000,19300,30700,10000,2200,7800,16.75,13,100
S086,C386,2027-01-17,50000,19300,30700,10000,3900,6100,16.75,13,50
S086,C486,2027-01-17,50000,19300,30700,10000,5800,4200,16.75,13,500
S086,C086,2027-01-18,50000,17700,32300,10000,2500,7500,16.75,13,250
S086,C186,2027-01-18,50000,17700,32300,10000,2900,7100,16.75,13,250
S086,C286,2027-01-18,50000,17700,32300,10000,2200,7800,16.75,13,100
S086,C386,2027-01-18,50000,17700,32300,10000,4600,5400,16.75,13,50
S086,C486,2027-01-18,50000,17700,32300,10000,5500,4500,16.75,13,500
S086,C086,2027-01-19,50000,17600,32400,10000,4400,5600,16.75,13,250
S086,C186,2027-01-19,50000,17600,32400,10000,4900,5100,16.75,13,250
S086,C286,2027-01-19,50000,17600,32400,10000,2300,7700,16.75,13,100
S086,C386,2027-01-19,50000,17600,32400,10000,2200,7800,16.75,13,50
S086,C486,2027-01-19,50000,17600,32400,10000,3800,6200,16.75,13,500
S086,C086,2027-01-20,50000,22000,28000,10000,2100,7900,16.75,13,250
S086,C186,2027-01-20,50000,22000,28000,10000,3700,6300,16.75,13,250
S086,C286,2027-01-20,50000,22000,28000,10000,5900,4100,16.75,13,100
S086,C386,2027-01-20,50000,22000,28000,10000,4800,5200,16.75,13,50
S086,C486,2027-01-20,50000,22000,28000,10000,5500,4500,16.75,13,500
S086,C086,2027-01-21,50000,20800,29200,10000,4200,5800,16.75,13,250
S086,C186,2027-01-21,50000,20800,29200,10000,4300,5700,16.75,13,250
S086,C286,2027-01-21,50000,20800,29200,10000,2000,8000,16.75,13,100
S086,C386,2027-01-21,50000,20800,29200,10000,4800,5200,16.75,13,50
S086,C486,2027-01-21,50000,20800,29200,10000,5500,4500,16.75,13,500
S086,C086,2027-01-22,50000,20100,29900,10000,3100,6900,16.75,13,250
S086,C186,2027-01-22,50000,20100,29900,10000,4000,6000,16.75,13,250
S086,C286,2027-01-22,50000,20100,29900,10000,4000,6000,16.75,13,100
S086,C386,2027-01-22,50000,20100,29900,10000,3400,6600,16.75,13,50
S086,C486,2027-01-22,50000,20100,29900,10000,5600,4400,16.75,13,500
S086,C086,2027-01-23,50000,20500,29500,10000,4700,5300,16.75,13,250
S086,C186,2027-01-23,50000,20500,29500,10000,4300,5700,16.75,13,250
S086,C286,2027-01-23,50000,20500,29500,10000,3700,6300,16.75,13,100
S086,C386,2027-01-23,50000,20500,29500,10000,4100,5900,16.75,13,50
S086,C486,2027-01-23,50000,20500,29500,10000,3700,6300,16.75,13,500
S086,C086,2027-01-24,50000,23700,26300,10000,5000,5000,16.75,13,250
S086,C186,2027-01-24,50000,23700,26300,10000,3800,6200,16.75,13,250
S086,C286,2027-01-24,50000,23700,26300,10000,5800,4200,16.75,13,100
S086,C386,2027-01-24,50000,23700,26300,10000,4600,5400,16.75,13,50
S086,C486,2027-01-24,50000,23700,26300,10000,4500,5500,16.75,13,500
S086,C086,2027-01-25,50000,23500,26500,10000,2400,7600,16.75,13,250
S086,C186,2027-01-25,50000,23500,26500,10000,4800,5200,16.75,13,250
S086,C286,2027-01-25,50000,23500,26500,10000,5400,4600,16.75,13,100
S086,C386,2027-01-25,50000,23500,26500,10000,5700,4300,16.75,13,50
S086,C486,2027-01-25,50000,23500,26500,10000,5200,4800,16.75,13,500
S086,C086,2027-01-26,50000,19500,30500,10000,2900,7100,16.75,13,250
S086,C186,2027-01-26,50000,19500,30500,10000,4200,5800,16.75,13,250
S086,C286,2027-01-26,50000,19500,30500,10000,4200,5800,16.75,13,100
S086,C386,2027-01-26,50000,19500,30500,10000,4600,5400,16.75,13,50
S086,C486,2027-01-26,50000,19500,30500,10000,3600,6400,16.75,13,500
S086,C086,2027-01-27,50000,17100,32900,10000,2200,7800,16.75,13,250
S086,C186,2027-01-27,50000,17100,32900,10000,3500,6500,16.75,13,250
S086,C286,2027-01-27,50000,17100,32900,10000,5400,4600,16.75,13,100
S086,C386,2027-01-27,50000,17100,32900,10000,2200,7800,16.75,13,50
S086,C486,2027-01-27,50000,17100,32900,10000,3800,6200,16.75,13,500
S086,C086,2027-01-28,50000,20000,30000,10000,4200,5800,16.75,13,250
S086,C186,2027-01-28,50000,20000,30000,10000,3000,7000,16.75,13,250
S086,C286,2027-01-28,50000,20000,30000,10000,2600,7400,16.75,13,100
S086,C386,2027-01-28,50000,20000,30000,10000,4700,5300,16.75,13,50
S086,C486,2027-01-28,50000,20000,30000,10000,5500,4500,16.75,13,500
S086,C086,2027-01-29,50000,22000,28000,10000,2900,7100,16.75,13,250
S086,C186,2027-01-29,50000,22000,28000,10000,5600,4400,16.75,13,250
S086,C286,2027-01-29,50000,22000,28000,10000,4400,5600,16.75,13,100
S086,C386,2027-01-29,50000,22000,28000,10000,3900,6100,16.75,13,50
S086,C486,2027-01-29,50000,22000,28000,10000,5200,4800,16.75,13,500
S086,C086,2027-01-30,50000,20000,30000,10000,4300,5700,16.75,13,250
S086,C186,2027-01-30,50000,20000,30000,10000,4600,5400,16.75,13,250
S086,C286,2027-01-30,50000,20000,30000,10000,2400,7600,16.75,13,100
S086,C386,2027-01-30,50000,20000,30000,10000,5200,4800,16.75,13,50
S086,C486,2027-01-30,50000,20000,30000,10000,3500,6500,16.75,13,500
S086,C086,2027-01-31,50000,15900,34100,10000,3100,6900,16.75,13,250
S086,C186,2027-01-31,50000,15900,34100,10000,3800,6200,16.75,13,250
S086,C286,2027-01-31,50000,15900,34100,10000,2100,7900,16.75,13,100
S086,C386,2027-01-31,50000,15900,34100,10000,4600,5400,16.75,13,50
S086,C486,2027-01-31,50000,15900,34100,10000,2300,7700,16.75,13,500
S087,C087,2027-01-01,50000,19900,30100,10000,4900,5100,17.20,15,500
S087,C187,2027-01-01,50000,19900,30100,10000,3200,6800,17.20,15,100
S087,C287,2027-01-01,50000,19900,30100,10000,3900,6100,17.20,15,1000
S087,C387,2027-01-01,50000,19900,30100,10000,5800,4200,17.20,15,500
S087,C487,2027-01-01,50000,19900,30100,10000,2100,7900,17.20,15,250
S087,C087,2027-01-02,50000,18600,31400,10000,2400,7600,17.20,15,500
S087,C187,2027-01-02,50000,18600,31400,10000,3300,6700,17.20,15,100
S087,C287,2027-01-02,50000,18600,31400,10000,3900,6100,17.20,15,1000
S087,C387,2027-01-02,50000,18600,31400,10000,3700,6300,17.20,15,500
S087,C487,2027-01-02,50000,18600,31400,10000,5300,4700,17.20,15,250
S087,C087,2027-01-03,50000,19400,30600,10000,2800,7200,17.20,15,500
S087,C187,2027-01-03,50000,19400,30600,10000,5400,4600,17.20,15,100
S087,C287,2027-01-03,50000,19400,30600,10000,4000,6000,17.20,15,1000
S087,C387,2027-01-03,50000,19400,30600,10000,3200,6800,17.20,15,500
S087,C487,2027-01-03,50000,19400,30600,10000,4000,6000,17.20,15,250
S087,C087,2027-01-04,50000,23800,26200,10000,4800,5200,17.20,15,500
S087,C187,2027-01-04,50000,23800,26200,10000,5900,4100,17.20,15,100
S087,C287,2027-01-04,50000,23800,26200,10000,2200,7800,17.20,15,1000
S087,C387,2027-01-04,50000,23800,26200,10000,5300,4700,17.20,15,500
S087,C487,2027-01-04,50000,23800,26200,10000,5600,4400,17.20,15,250
S087,C087,2027-01-05,50000,20300,29700,10000,4700,5300,17.20,15,500
S087,C187,2027-01-05,50000,20300,29700,10000,5100,4900,17.20,15,100
S087,C287,2027-01-05,50000,20300,29700,10000,3000,7000,17.20,15,1000
S087,C387,2027-01-05,50000,20300,29700,10000,3000,7000,17.20,15,500
S087,C487,2027-01-05,50000,20300,29700,10000,4500,5500,17.20,15,250
S087,C087,2027-01-06,50000,17100,32900,10000,2200,7800,17.20,15,500
S087,C187,2027-01-06,50000,17100,32900,10000,5300,4700,17.20,15,100
S087,C287,2027-01-06,50000,17100,32900,10000,2900,7100,17.20,15,1000
S087,C387,2027-01-06,50000,17100,32900,10000,3100,6900,17.20,15,500
S087,C487,2027-01-06,50000,17100,32900,10000,3600,6400,17.20,15,250
S087,C087,2027-01-07,50000,20300,29700,10000,5500,4500,17.20,15,500
S087,C187,2027-01-07,50000,20300,29700,10000,3600,6400,17.20,15,100
S087,C287,2027-01-07,50000,20300,29700,10000,2100,7900,17.20,15,1000
S087,C387,2027-01-07,50000,20300,29700,10000,4300,5700,17.20,15,500
S087,C487,2027-01-07,50000,20300,29700,10000,4800,5200,17.20,15,250
S087,C087,2027-01-08,50000,19500,30500,10000,3300,6700,17.20,15,500
S087,C187,2027-01-08,50000,19500,30500,10000,2300,7700,17.20,15,100
S087,C287,2027-01-08,50000,19500,30500,10000,5400,4600,17.20,15,1000
S087,C387,2027-01-08,50000,19500,30500,10000,3500,6500,17.20,15,500
S087,C487,2027-01-08,50000,19500,30500,10000,5000,5000,17.20,15,250
S087,C087,2027-01-09,50000,14600,35400,10000,2200,7800,17.20,15,500
S087,C187,2027-01-09,50000,14600,35400,10000,2400,7600,17.20,15,100
S087,C287,2027-01-09,50000,14600,35400,10000,4800,5200,17.20,15,1000
S087,C387,2027-01-09,50000,14600,35400,10000,2400,7600,17.20,15,500
S087,C487,2027-01-09,50000,14600,35400,10000,2800,7200,17.20,15,250
S087,C087,2027-01-10,50000,20400,29600,10000,5000,5000,17.20,15,500
S087,C187,2027-01-10,50000,20400,29600,10000,2100,7900,17.20,15,100
S087,C287,2027-01-10,50000,20400,29600,10000,3700,6300,17.20,15,1000
S087,C387,2027-01-10,50000,20400,29600,10000,4700,5300,17.20,15,500
S087,C487,2027-01-10,50000,20400,29600,10000,4900,5100,17.20,15,250
S087,C087,2027-01-11,50000,19000,31000,10000,4900,5100,17.20,15,500
S087,C187,2027-01-11,50000,19000,31000,10000,4400,5600,17.20,15,100
S087,C287,2027-01-11,50000,19000,31000,10000,2500,7500,17.20,15,1000
S087,C387,2027-01-11,50000,19000,31000,10000,5000,5000,17.20,15,500
S087,C487,2027-01-11,50000,19000,31000,10000,2200,7800,17.20,15,250
S087,C087,2027-01-12,50000,19800,30200,10000,3300,6700,17.20,15,500
S087,C187,2027-01-12,50000,19800,30200,10000,4800,5200,17.20,15,100
S087,C287,2027-01-12,50000,19800,30200,10000,3400,6600,17.20,15,1000
S087,C387,2027-01-12,50000,19800,30200,10000,2300,7700,17.20,15,500
S087,C487,2027-01-12,50000,19800,30200,10000,6000,4000,17.20,15,250
S087,C087,2027-01-13,50000,17200,32800,10000,4100,5900,17.20,15,500
S087,C187,2027-01-13,50000,17200,32800,10000,3700,6300,17.20,15,100
S087,C287,2027-01-13,50000,17200,32800,10000,2600,7400,17.20,15,1000
S087,C387,2027-01-13,50000,17200,32800,10000,4300,5700,17.20,15,500
S087,C487,2027-01-13,50000,17200,32800,10000,2500,7500,17.20,15,250
S087,C087,2027-01-14,50000,19400,30600,10000,3500,6500,17.20,15,500
S087,C187,2027-01-14,50000,19400,30600,10000,5100,4900,17.20,15,100
S087,C287,2027-01-14,50000,19400,30600,10000,3800,6200,17.20,15,1000
S087,C387,2027-01-14,50000,19400,30600,10000,4200,5800,17.20,15,500
S087,C487,2027-01-14,50000,19400,30600,10000,2800,7200,17.20,15,250
S087,C087,2027-01-15,50000,20200,29800,10000,3800,6200,17.20,15,500
S087,C187,2027-01-15,50000,20200,29800,10000,3000,7000,17.20,15,100
S087,C287,2027-01-15,50000,20200,29800,10000,4800,5200,17.20,15,1000
S087,C387,2027-01-15,50000,20200,29800,10000,3000,7000,17.20,15,500
S087,C487,2027-01-15,50000,20200,29800,10000,5600,4400,17.20,15,250
S087,C087,2027-01-16,50000,20400,29600,10000,3500,6500,17.20,15,500
S087,C187,2027-01-16,50000,20400,29600,10000,4700,5300,17.20,15,100
S087,C287,2027-01-16,50000,20400,29600,10000,3000,7000,17.20,15,1000
S087,C387,2027-01-16,50000,20400,29600,10000,3700,6300,17.20,15,500
S087,C487,2027-01-16,50000,20400,29600,10000,5500,4500,17.20,15,250
S087,C087,2027-01-17,50000,18800,31200,10000,5100,4900,17.20,15,500
S087,C187,2027-01-17,50000,18800,31200,10000,2200,7800,17.20,15,100
S087,C287,2027-01-17,50000,18800,31200,10000,3700,6300,17.20,15,1000
S087,C387,2027-01-17,50000,18800,31200,10000,3600,6400,17.20,15,500
S087,C487,2027-01-17,50000,18800,31200,10000,4200,5800,17.20,15,250
S087,C087,2027-01-18,50000,23400,26600,10000,5300,4700,17.20,15,500
S087,C187,2027-01-18,50000,23400,26600,10000,5200,4800,17.20,15,100
S087,C287,2027-01-18,50000,23400,26600,10000,5800,4200,17.20,15,1000
S087,C387,2027-01-18,50000,23400,26600,10000,2000,8000,17.20,15,500
S087,C487,2027-01-18,50000,23400,26600,10000,5100,4900,17.20,15,250
S087,C087,2027-01-19,50000,21600,28400,10000,5400,4600,17.20,15,500
S087,C187,2027-01-19,50000,21600,28400,10000,2600,7400,17.20,15,100
S087,C287,2027-01-19,50000,21600,28400,10000,4300,5700,17.20,15,1000
S087,C387,2027-01-19,50000,21600,28400,10000,5700,4300,17.20,15,500
S087,C487,2027-01-19,50000,21600,28400,10000,3600,6400,17.20,15,250
S087,C087,2027-01-20,50000,17700,32300,10000,2400,7600,17.20,15,500
S087,C187,2027-01-20,50000,17700,32300,10000,2400,7600,17.20,15,100
S087,C287,2027-01-20,50000,17700,32300,10000,2000,8000,17.20,15,1000
S087,C387,2027-01-20,50000,17700,32300,10000,4900,5100,17.20,15,500
S087,C487,2027-01-20,50000,17700,32300,10000,6000,4000,17.20,15,250
S087,C087,2027-01-21,50000,20900,29100,10000,5400,4600,17.20,15,500
S087,C187,2027-01-21,50000,20900,29100,10000,5100,4900,17.20,15,100
S087,C287,2027-01-21,50000,20900,29100,10000,2600,7400,17.20,15,1000
S087,C387,2027-01-21,50000,20900,29100,10000,2300,7700,17.20,15,500
S087,C487,2027-01-21,50000,20900,29100,10000,5500,4500,17.20,15,250
S087,C087,2027-01-22,50000,17800,32200,10000,2000,8000,17.20,15,500
S087,C187,2027-01-22,50000,17800,32200,10000,3800,6200,17.20,15,100
S087,C287,2027-01-22,50000,17800,32200,10000,4900,5100,17.20,15,1000
S087,C387,2027-01-22,50000,17800,32200,10000,4100,5900,17.20,15,500
S087,C487,2027-01-22,50000,17800,32200,10000,3000,7000,17.20,15,250
S087,C087,2027-01-23,50000,17400,32600,10000,2000,8000,17.20,15,500
S087,C187,2027-01-23,50000,17400,32600,10000,5600,4400,17.20,15,100
S087,C287,2027-01-23,50000,17400,32600,10000,2700,7300,17.20,15,1000
S087,C387,2027-01-23,50000,17400,32600,10000,2400,7600,17.20,15,500
S087,C487,2027-01-23,50000,17400,32600,10000,4700,5300,17.20,15,250
S087,C087,2027-01-24,50000,21600,28400,10000,5300,4700,17.20,15,500
