inventory_id,factory_id,component_id,quantity_on_hand,reserved_quantity,safety_stock,available_quantity,usable_quantity,snapshot_date,unit_cost_usd
FI003308,F015,C280,31,1,2,30,28,2027-01-01,14.05
FI003309,F015,C282,40,0,2,40,38,2027-01-01,14.95
FI003310,F015,C284,140,4,8,136,128,2027-01-01,15.85
FI003311,F015,C285,74,2,4,72,68,2027-01-01,16.30
FI003312,F015,C288,38,0,4,38,34,2027-01-01,17.65
FI003313,F015,C290,19,2,2,17,15,2027-01-01,18.55
FI003314,F015,C292,39,0,2,39,37,2027-01-01,19.45
FI003315,F015,C295,38,2,2,36,34,2027-01-01,20.80
FI003316,F015,C296,44,0,4,44,40,2027-01-01,21.25
FI003317,F015,C297,46,0,4,46,42,2027-01-01,21.70
FI003318,F015,C300,68,4,4,64,60,2027-01-01,23.05
FI003319,F015,C306,28,0,4,28,24,2027-01-01,3.25
FI003320,F015,C308,24,2,4,22,18,2027-01-01,4.15
FI003321,F015,C311,60,0,8,60,52,2027-01-01,5.50
FI003322,F015,C312,38,2,2,36,34,2027-01-01,5.95
FI003323,F015,C313,28,1,2,27,25,2027-01-01,6.40
FI003324,F015,C319,148,0,8,148,140,2027-01-01,9.10
FI003325,F015,C322,22,2,2,20,18,2027-01-01,10.45
FI003326,F015,C324,136,8,8,128,120,2027-01-01,11.35
FI003327,F015,C327,13,0,2,13,11,2027-01-01,12.70
FI003328,F015,C328,29,2,2,27,25,2027-01-01,13.15
FI003329,F015,C330,20,1,2,19,17,2027-01-01,14.05
FI003330,F015,C336,38,2,4,36,32,2027-01-01,16.75
FI003331,F015,C344,30,2,4,28,24,2027-01-01,20.35
FI003332,F015,C345,0,0,0,0,0,2027-01-01,20.80
FI003333,F015,C351,13,0,2,13,11,2027-01-01,1.00
FI003334,F015,C353,31,1,2,30,28,2027-01-01,1.90
FI003335,F015,C355,46,4,4,42,38,2027-01-01,2.80
FI003336,F015,C360,29,1,2,28,26,2027-01-01,5.05
FI003337,F015,C361,32,0,4,32,28,2027-01-01,5.50
FI003338,F015,C362,38,2,2,36,34,2027-01-01,5.95
FI003339,F015,C363,28,0,2,28,26,2027-01-01,6.40
FI003340,F015,C366,56,2,4,54,50,2027-01-01,7.75
FI003341,F015,C371,120,0,8,120,112,2027-01-01,10.00
FI003342,F015,C383,12,0,2,12,10,2027-01-01,15.40
FI003343,F015,C386,56,8,8,48,40,2027-01-01,16.75
FI003344,F015,C388,35,0,2,35,33,2027-01-01,17.65
FI003345,F015,C389,23,2,2,21,19,2027-01-01,18.10
FI003346,F015,C390,108,8,8,100,92,2027-01-01,18.55
FI003347,F015,C393,32,4,4,28,24,2027-01-01,19.90
FI003348,F015,C395,56,0,8,56,48,2027-01-01,20.80
FI003349,F015,C397,44,4,4,40,36,2027-01-01,21.70
FI003350,F015,C399,26,1,2,25,23,2027-01-01,22.60
FI003351,F015,C401,116,4,8,112,104,2027-01-01,1.00
FI003352,F015,C402,60,8,8,52,44,2027-01-01,1.45
FI003353,F015,C405,58,0,4,58,54,2027-01-01,2.80
FI003354,F015,C406,54,4,4,50,46,2027-01-01,3.25
FI003355,F015,C407,33,0,2,33,31,2027-01-01,3.70
FI003356,F015,C408,16,2,2,14,12,2027-01-01,4.15
FI003357,F015,C411,39,0,2,39,37,2027-01-01,5.50
FI003358,F015,C413,0,0,0,0,0,2027-01-01,6.40
FI003359,F015,C414,34,0,2,34,32,2027-01-01,6.85
FI003360,F015,C417,22,1,2,21,19,2027-01-01,8.20
FI003361,F015,C422,152,8,8,144,136,2027-01-01,10.45
FI003362,F015,C424,58,0,4,58,54,2027-01-01,11.35
FI003363,F015,C427,39,1,2,38,36,2027-01-01,12.70
FI003364,F015,C431,32,2,4,30,26,2027-01-01,14.50
FI003365,F015,C433,56,2,4,54,50,2027-01-01,15.40
FI003366,F015,C435,26,0,4,26,22,2027-01-01,16.30
FI003367,F015,C437,29,2,2,27,25,2027-01-01,17.20
FI003368,F015,C439,33,2,2,31,29,2027-01-01,18.10
FI003369,F015,C441,0,0,0,0,0,2027-01-01,19.00
FI003370,F015,C443,68,0,4,68,64,2027-01-01,19.90
FI003371,F015,C453,54,0,4,54,50,2027-01-01,1.90
FI003372,F015,C456,160,0,8,160,152,2027-01-01,3.25
FI003373,F015,C457,72,2,4,70,66,2027-01-01,3.70
FI003374,F015,C459,15,1,2,14,12,2027-01-01,4.60
FI003375,F015,C463,70,0,4,70,66,2027-01-01,6.40
FI003376,F015,C467,30,1,2,29,27,2027-01-01,8.20
FI003377,F015,C469,48,4,4,44,40,2027-01-01,9.10
FI003378,F015,C470,46,0,4,46,42,2027-01-01,9.55
FI003379,F015,C473,76,0,4,76,72,2027-01-01,10.90
FI003380,F015,C474,34,2,4,32,28,2027-01-01,11.35
FI003381,F015,C476,60,8,8,52,44,2027-01-01,12.25
FI003382,F015,C478,16,1,2,15,13,2027-01-01,13.15
FI003383,F015,C480,84,0,8,84,76,2027-01-01,14.05
FI003384,F015,C481,96,0,8,96,88,2027-01-01,14.50
FI003385,F015,C486,39,1,2,38,36,2027-01-01,16.75
FI003386,F015,C487,24,4,4,20,16,2027-01-01,17.20
FI003387,F015,C488,76,0,4,76,72,2027-01-01,17.65
FI003388,F015,C489,40,0,4,40,36,2027-01-01,18.10
FI003389,F015,C491,132,4,8,128,120,2027-01-01,19.00
FI003390,F015,C496,15,1,2,14,12,2027-01-01,21.25
FI003391,F015,C499,22,0,2,22,20,2027-01-01,22.60
FI003392,F016,C001,148,0,8,148,140,2027-01-01,1.00
FI003393,F016,C002,60,4,8,56,48,2027-01-01,1.45
FI003394,F016,C003,60,4,8,56,48,2027-01-01,1.90
FI003395,F016,C004,96,8,8,88,80,2027-01-01,2.35
FI003396,F016,C005,124,0,8,124,116,2027-01-01,2.80
FI003397,F016,C006,88,0,8,88,80,2027-01-01,3.25
FI003398,F016,C007,108,8,8,100,92,2027-01-01,3.70
FI003399,F016,C008,48,8,8,40,32,2027-01-01,4.15
FI003400,F016,C009,68,4,8,64,56,2027-01-01,4.60
FI003401,F016,C010,40,2,4,38,34,2027-01-01,5.05
FI003402,F016,C011,32,0,4,32,28,2027-01-01,5.50
FI003403,F016,C012,58,2,4,56,52,2027-01-01,5.95
FI003404,F016,C013,112,4,8,108,100,2027-01-01,6.40
FI003405,F016,C014,100,0,8,100,92,2027-01-01,6.85
FI003406,F016,C015,76,4,4,72,68,2027-01-01,7.30
FI003407,F016,C016,92,0,8,92,84,2027-01-01,7.75
FI003408,F016,C017,60,2,4,58,54,2027-01-01,8.20
FI003409,F016,C018,156,4,8,152,144,2027-01-01,8.65
FI003410,F016,C019,56,8,8,48,40,2027-01-01,9.10
FI003411,F016,C020,140,4,8,136,128,2027-01-01,9.55
FI003412,F016,C021,0,0,0,0,0,2027-01-01,10.00
FI003413,F016,C022,56,0,8,56,48,2027-01-01,10.45
FI003414,F016,C023,38,2,4,36,32,2027-01-01,10.90
FI003415,F016,C024,132,4,8,128,120,2027-01-01,11.35
FI003416,F016,C025,22,1,2,21,19,2027-01-01,11.80
FI003417,F016,C026,68,4,4,64,60,2027-01-01,12.25
FI003418,F016,C027,38,0,4,38,34,2027-01-01,12.70
FI003419,F016,C028,0,0,0,0,0,2027-01-01,13.15
FI003420,F016,C029,52,4,4,48,44,2027-01-01,13.60
FI003421,F016,C030,132,8,8,124,116,2027-01-01,14.05
FI003422,F016,C033,156,0,8,156,148,2027-01-01,15.40
FI003423,F016,C034,40,0,4,40,36,2027-01-01,15.85
FI003424,F016,C036,70,0,4,70,66,2027-01-01,16.75
FI003425,F016,C037,88,0,8,88,80,2027-01-01,17.20
FI003426,F016,C040,16,1,2,15,13,2027-01-01,18.55
FI003427,F016,C042,38,0,2,38,36,2027-01-01,19.45
FI003428,F016,C043,74,2,4,72,68,2027-01-01,19.90
FI003429,F016,C044,66,2,4,64,60,2027-01-01,20.35
FI003430,F016,C045,56,4,4,52,48,2027-01-01,20.80
FI003431,F016,C046,160,8,8,152,144,2027-01-01,21.25
FI003432,F016,C047,33,1,2,32,30,2027-01-01,21.70
FI003433,F016,C048,76,4,4,72,68,2027-01-01,22.15
FI003434,F016,C049,92,0,8,92,84,2027-01-01,22.60
FI003435,F016,C051,26,4,4,22,18,2027-01-01,1.00
FI003436,F016,C052,48,2,4,46,42,2027-01-01,1.45
FI003437,F016,C053,0,0,0,0,0,2027-01-01,1.90
FI003438,F016,C054,19,1,2,18,16,2027-01-01,2.35
FI003439,F016,C056,24,0,4,24,20,2027-01-01,3.25
FI003440,F016,C058,72,0,8,72,64,2027-01-01,4.15
FI003441,F016,C060,28,2,2,26,24,2027-01-01,5.05
FI003442,F016,C067,108,8,8,100,92,2027-01-01,8.20
FI003443,F016,C070,124,0,8,124,116,2027-01-01,9.55
FI003444,F016,C071,29,0,2,29,27,2027-01-01,10.00
FI003445,F016,C072,36,2,2,34,32,2027-01-01,10.45
FI003446,F016,C075,76,4,8,72,64,2027-01-01,11.80
FI003447,F016,C076,100,4,8,96,88,2027-01-01,12.25
FI003448,F016,C077,0,0,0,0,0,2027-01-01,12.70
FI003449,F016,C079,144,0,8,144,136,2027-01-01,13.60
FI003450,F016,C080,26,2,2,24,22,2027-01-01,14.05
FI003451,F016,C082,30,0,4,30,26,2027-01-01,14.95
FI003452,F016,C086,52,0,4,52,48,2027-01-01,16.75
FI003453,F016,C089,17,2,2,15,13,2027-01-01,18.10
FI003454,F016,C091,96,4,8,92,84,2027-01-01,19.00
FI003455,F016,C092,34,2,4,32,28,2027-01-01,19.45
FI003456,F016,C099,24,0,2,24,22,2027-01-01,22.60
FI003457,F016,C100,100,8,8,92,84,2027-01-01,23.05
FI003458,F016,C102,128,4,8,124,116,2027-01-01,1.45
FI003459,F016,C104,26,2,4,24,20,2027-01-01,2.35
FI003460,F016,C108,25,0,2,25,23,2027-01-01,4.15
FI003461,F016,C111,68,2,4,66,62,2027-01-01,5.50
FI003462,F016,C121,48,0,8,48,40,2027-01-01,10.00
FI003463,F016,C123,17,1,2,16,14,2027-01-01,10.90
FI003464,F016,C128,29,0,2,29,27,2027-01-01,13.15
FI003465,F016,C129,26,0,2,26,24,2027-01-01,13.60
FI003466,F016,C131,80,0,8,80,72,2027-01-01,14.50
FI003467,F016,C133,144,0,8,144,136,2027-01-01,15.40
FI003468,F016,C136,40,4,4,36,32,2027-01-01,16.75
FI003469,F016,C138,35,1,2,34,32,2027-01-01,17.65
FI003470,F016,C156,18,0,2,18,16,2027-01-01,3.25
FI003471,F016,C157,13,1,2,12,10,2027-01-01,3.70
FI003472,F016,C160,20,1,2,19,17,2027-01-01,5.05
FI003473,F016,C161,144,0,8,144,136,2027-01-01,5.50
FI003474,F016,C163,56,4,8,52,44,2027-01-01,6.40
FI003475,F016,C167,52,4,4,48,44,2027-01-01,8.20
FI003476,F016,C168,54,4,4,50,46,2027-01-01,8.65
FI003477,F016,C170,14,1,2,13,11,2027-01-01,9.55
FI003478,F016,C172,31,0,2,31,29,2027-01-01,10.45
FI003479,F016,C173,152,8,8,144,136,2027-01-01,10.90
FI003480,F016,C176,46,2,4,44,40,2027-01-01,12.25
FI003481,F016,C177,74,0,4,74,70,2027-01-01,12.70
FI003482,F016,C179,70,4,4,66,62,2027-01-01,13.60
FI003483,F016,C181,68,8,8,60,52,2027-01-01,14.50
FI003484,F016,C183,32,0,4,32,28,2027-01-01,15.40
FI003485,F016,C185,30,2,4,28,24,2027-01-01,16.30
FI003486,F016,C190,52,0,8,52,44,2027-01-01,18.55
FI003487,F016,C192,28,1,2,27,25,2027-01-01,19.45
FI003488,F016,C196,32,0,2,32,30,2027-01-01,21.25
FI003489,F016,C197,29,1,2,28,26,2027-01-01,21.70
FI003490,F016,C200,34,1,2,33,31,2027-01-01,23.05
FI003491,F016,C203,52,4,4,48,44,2027-01-01,1.90
FI003492,F016,C204,100,0,8,100,92,2027-01-01,2.35
FI003493,F016,C205,12,2,2,10,8,2027-01-01,2.80
FI003494,F016,C206,74,2,4,72,68,2027-01-01,3.25
FI003495,F016,C208,56,4,4,52,48,2027-01-01,4.15
FI003496,F016,C212,136,0,8,136,128,2027-01-01,5.95
FI003497,F016,C217,72,0,8,72,64,2027-01-01,8.20
FI003498,F016,C218,26,0,4,26,22,2027-01-01,8.65
FI003499,F016,C226,32,2,2,30,28,2027-01-01,12.25
FI003500,F016,C228,32,0,2,32,30,2027-01-01,13.15
FI003501,F016,C232,68,4,8,64,56,2027-01-01,14.95
FI003502,F016,C234,30,1,2,29,27,2027-01-01,15.85
FI003503,F016,C236,29,2,2,27,25,2027-01-01,16.75
FI003504,F016,C238,152,4,8,148,140,2027-01-01,17.65
FI003505,F016,C242,148,4,8,144,136,2027-01-01,19.45
FI003506,F016,C244,33,0,2,33,31,2027-01-01,20.35
FI003507,F016,C246,136,0,8,136,128,2027-01-01,21.25
FI003508,F016,C247,156,4,8,152,144,2027-01-01,21.70
FI003509,F016,C248,132,8,8,124,116,2027-01-01,22.15
FI003510,F016,C257,27,0,2,27,25,2027-01-01,3.70
FI003511,F016,C262,37,0,2,37,35,2027-01-01,5.95
FI003512,F016,C265,68,0,4,68,64,2027-01-01,7.30
FI003513,F016,C266,38,0,2,38,36,2027-01-01,7.75
FI003514,F016,C267,34,1,2,33,31,2027-01-01,8.20
FI003515,F016,C268,28,4,4,24,20,2027-01-01,8.65
FI003516,F016,C270,68,0,4,68,64,2027-01-01,9.55
FI003517,F016,C274,24,1,2,23,21,2027-01-01,11.35
FI003518,F016,C276,52,4,4,48,44,2027-01-01,12.25
FI003519,F016,C279,25,1,2,24,22,2027-01-01,13.60
FI003520,F016,C282,66,2,4,64,60,2027-01-01,14.95
FI003521,F016,C286,60,4,4,56,52,2027-01-01,16.75
FI003522,F016,C287,80,4,8,76,68,2027-01-01,17.20
FI003523,F016,C289,36,4,4,32,28,2027-01-01,18.10
FI003524,F016,C292,66,4,4,62,58,2027-01-01,19.45
FI003525,F016,C293,35,0,2,35,33,2027-01-01,19.90
FI003526,F016,C295,72,0,4,72,68,2027-01-01,20.80
FI003527,F016,C301,31,2,2,29,27,2027-01-01,1.00
FI003528,F016,C304,64,8,8,56,48,2027-01-01,2.35
FI003529,F016,C306,64,2,4,62,58,2027-01-01,3.25
FI003530,F016,C308,70,4,4,66,62,2027-01-01,4.15
FI003531,F016,C310,32,0,2,32,30,2027-01-01,5.05
FI003532,F016,C312,32,2,4,30,26,2027-01-01,5.95
FI003533,F016,C313,76,0,4,76,72,2027-01-01,6.40
FI003534,F016,C320,24,2,4,22,18,2027-01-01,9.55
FI003535,F016,C321,12,2,2,10,8,2027-01-01,10.00
FI003536,F016,C322,21,2,2,19,17,2027-01-01,10.45
FI003537,F016,C323,52,0,4,52,48,2027-01-01,10.90
FI003538,F016,C326,74,2,4,72,68,2027-01-01,12.25
FI003539,F016,C330,13,0,2,13,11,2027-01-01,14.05
FI003540,F016,C334,34,1,2,33,31,2027-01-01,15.85
FI003541,F016,C335,116,4,8,112,104,2027-01-01,16.30
FI003542,F016,C336,50,4,4,46,42,2027-01-01,16.75
FI003543,F016,C337,160,8,8,152,144,2027-01-01,17.20
FI003544,F016,C341,22,2,2,20,18,2027-01-01,19.00
FI003545,F016,C342,32,2,4,30,26,2027-01-01,19.45
FI003546,F016,C343,52,2,4,50,46,2027-01-01,19.90
FI003547,F016,C344,28,4,4,24,20,2027-01-01,20.35
FI003548,F016,C346,74,4,4,70,66,2027-01-01,21.25
FI003549,F016,C348,30,2,4,28,24,2027-01-01,22.15
FI003550,F016,C349,32,0,2,32,30,2027-01-01,22.60
FI003551,F016,C351,28,1,2,27,25,2027-01-01,1.00
FI003552,F016,C352,72,0,8,72,64,2027-01-01,1.45
FI003553,F016,C354,56,2,4,54,50,2027-01-01,2.35
FI003554,F016,C355,30,2,2,28,26,2027-01-01,2.80
FI003555,F016,C356,17,1,2,16,14,2027-01-01,3.25
FI003556,F016,C357,62,4,4,58,54,2027-01-01,3.70
FI003557,F016,C359,22,2,2,20,18,2027-01-01,4.60
FI003558,F016,C360,15,1,2,14,12,2027-01-01,5.05
FI003559,F016,C363,52,8,8,44,36,2027-01-01,6.40
FI003560,F016,C365,140,4,8,136,128,2027-01-01,7.30
FI003561,F016,C372,66,2,4,64,60,2027-01-01,10.45
FI003562,F016,C373,12,0,2,12,10,2027-01-01,10.90
FI003563,F016,C376,52,0,4,52,48,2027-01-01,12.25
FI003564,F016,C377,64,8,8,56,48,2027-01-01,12.70
FI003565,F016,C378,78,2,4,76,72,2027-01-01,13.15
FI003566,F016,C379,80,0,8,80,72,2027-01-01,13.60
FI003567,F016,C381,76,0,4,76,72,2027-01-01,14.50
FI003568,F016,C382,124,4,8,120,112,2027-01-01,14.95
FI003569,F016,C386,76,0,8,76,68,2027-01-01,16.75
FI003570,F016,C394,92,0,8,92,84,2027-01-01,20.35
FI003571,F016,C400,62,0,4,62,58,2027-01-01,23.05
FI003572,F016,C401,54,4,4,50,46,2027-01-01,1.00
FI003573,F016,C402,27,2,2,25,23,2027-01-01,1.45
FI003574,F016,C403,66,0,4,66,62,2027-01-01,1.90
FI003575,F016,C404,60,4,4,56,52,2027-01-01,2.35
FI003576,F016,C407,12,0,2,12,10,2027-01-01,3.70
FI003577,F016,C409,29,0,2,29,27,2027-01-01,4.60
FI003578,F016,C410,37,2,2,35,33,2027-01-01,5.05
FI003579,F016,C413,23,1,2,22,20,2027-01-01,6.40
FI003580,F016,C419,19,0,2,19,17,2027-01-01,9.10
FI003581,F016,C421,52,4,4,48,44,2027-01-01,10.00
FI003582,F016,C422,70,4,4,66,62,2027-01-01,10.45
FI003583,F016,C423,33,1,2,32,30,2027-01-01,10.90
FI003584,F016,C425,96,8,8,88,80,2027-01-01,11.80
FI003585,F016,C432,13,0,2,13,11,2027-01-01,14.95
FI003586,F016,C433,36,0,4,36,32,2027-01-01,15.40
FI003587,F016,C438,16,0,2,16,14,2027-01-01,17.65
FI003588,F016,C439,108,4,8,104,96,2027-01-01,18.10
FI003589,F016,C443,54,0,4,54,50,2027-01-01,19.90
FI003590,F016,C445,66,4,4,62,58,2027-01-01,20.80
FI003591,F016,C446,46,0,4,46,42,2027-01-01,21.25
FI003592,F016,C447,26,4,4,22,18,2027-01-01,21.70
FI003593,F016,C448,40,2,2,38,36,2027-01-01,22.15
FI003594,F016,C452,19,0,2,19,17,2027-01-01,1.45
FI003595,F016,C453,19,1,2,18,16,2027-01-01,1.90
FI003596,F016,C458,23,1,2,22,20,2027-01-01,4.15
FI003597,F016,C459,12,1,2,11,9,2027-01-01,4.60
FI003598,F016,C460,38,0,2,38,36,2027-01-01,5.05
FI003599,F016,C465,37,2,2,35,33,2027-01-01,7.30
FI003600,F016,C470,78,2,4,76,72,2027-01-01,9.55
FI003601,F016,C472,70,0,4,70,66,2027-01-01,10.45
FI003602,F016,C473,52,4,4,48,44,2027-01-01,10.90
FI003603,F016,C474,30,2,4,28,24,2027-01-01,11.35
FI003604,F016,C480,35,1,2,34,32,2027-01-01,14.05
FI003605,F016,C489,31,0,2,31,29,2027-01-01,18.10
FI003606,F016,C493,28,2,4,26,22,2027-01-01,19.90
FI003607,F016,C494,80,2,4,78,74,2027-01-01,20.35
FI003608,F016,C499,21,2,2,19,17,2027-01-01,22.60
FI003609,F017,C001,140,0,8,140,132,2027-01-01,1.00
FI003610,F017,C002,56,0,8,56,48,2027-01-01,1.45
FI003611,F017,C003,62,4,4,58,54,2027-01-01,1.90
FI003612,F017,C004,60,4,8,56,48,2027-01-01,2.35
FI003613,F017,C005,128,0,8,128,120,2027-01-01,2.80
FI003614,F017,C006,136,0,8,136,128,2027-01-01,3.25
FI003615,F017,C007,54,2,4,52,48,2027-01-01,3.70
FI003616,F017,C008,112,0,8,112,104,2027-01-01,4.15
FI003617,F017,C009,88,0,8,88,80,2027-01-01,4.60
FI003618,F017,C010,108,4,8,104,96,2027-01-01,5.05
FI003619,F017,C011,100,0,8,100,92,2027-01-01,5.50
FI003620,F017,C012,96,0,8,96,88,2027-01-01,5.95
FI003621,F017,C013,96,4,8,92,84,2027-01-01,6.40
FI003622,F017,C014,58,2,4,56,52,2027-01-01,6.85
FI003623,F017,C015,50,0,4,50,46,2027-01-01,7.30
FI003624,F017,C016,68,0,8,68,60,2027-01-01,7.75
FI003625,F017,C017,76,4,8,72,64,2027-01-01,8.20
FI003626,F017,C018,76,8,8,68,60,2027-01-01,8.65
FI003627,F017,C020,52,0,8,52,44,2027-01-01,9.55
FI003628,F017,C021,136,0,8,136,128,2027-01-01,10.00
FI003629,F017,C022,140,0,8,140,132,2027-01-01,10.45
FI003630,F017,C023,72,4,8,68,60,2027-01-01,10.90
FI003631,F017,C024,58,4,4,54,50,2027-01-01,11.35
FI003632,F017,C025,21,1,2,20,18,2027-01-01,11.80
FI003633,F017,C026,72,2,4,70,66,2027-01-01,12.25
FI003634,F017,C027,36,1,2,35,33,2027-01-01,12.70
FI003635,F017,C028,20,0,2,20,18,2027-01-01,13.15
FI003636,F017,C029,38,1,2,37,35,2027-01-01,13.60
FI003637,F017,C030,124,4,8,120,112,2027-01-01,14.05
FI003638,F017,C031,68,4,4,64,60,2027-01-01,14.50
FI003639,F017,C032,28,2,4,26,22,2027-01-01,14.95
FI003640,F017,C033,144,8,8,136,128,2027-01-01,15.40
FI003641,F017,C034,124,0,8,124,116,2027-01-01,15.85
FI003642,F017,C036,17,1,2,16,14,2027-01-01,16.75
FI003643,F017,C037,52,8,8,44,36,2027-01-01,17.20
FI003644,F017,C038,116,8,8,108,100,2027-01-01,17.65
FI003645,F017,C044,12,0,2,12,10,2027-01-01,20.35
FI003646,F017,C045,74,4,4,70,66,2027-01-01,20.80
FI003647,F017,C046,66,2,4,64,60,2027-01-01,21.25
FI003648,F017,C049,62,0,4,62,58,2027-01-01,22.60
FI003649,F017,C050,48,2,4,46,42,2027-01-01,23.05
FI003650,F017,C053,128,0,8,128,120,2027-01-01,1.90
FI003651,F017,C054,0,0,0,0,0,2027-01-01,2.35
FI003652,F017,C056,76,4,4,72,68,2027-01-01,3.25
FI003653,F017,C057,136,0,8,136,128,2027-01-01,3.70
FI003654,F017,C058,0,0,0,0,0,2027-01-01,4.15
FI003655,F017,C060,100,0,8,100,92,2027-01-01,5.05
FI003656,F017,C061,76,4,4,72,68,2027-01-01,5.50
FI003657,F017,C063,38,4,4,34,30,2027-01-01,6.40
FI003658,F017,C065,72,2,4,70,66,2027-01-01,7.30
FI003659,F017,C066,19,2,2,17,15,2027-01-01,7.75
FI003660,F017,C068,72,8,8,64,56,2027-01-01,8.65
FI003661,F017,C071,25,2,2,23,21,2027-01-01,10.00
FI003662,F017,C073,58,4,4,54,50,2027-01-01,10.90
FI003663,F017,C075,66,2,4,64,60,2027-01-01,11.80
FI003664,F017,C076,68,4,8,64,56,2027-01-01,12.25
FI003665,F017,C080,28,2,2,26,24,2027-01-01,14.05
FI003666,F017,C081,68,2,4,66,62,2027-01-01,14.50
FI003667,F017,C082,29,1,2,28,26,2027-01-01,14.95
FI003668,F017,C084,18,0,2,18,16,2027-01-01,15.85
FI003669,F017,C087,52,4,4,48,44,2027-01-01,17.20
FI003670,F017,C089,15,2,2,13,11,2027-01-01,18.10
FI003671,F017,C091,52,2,4,50,46,2027-01-01,19.00
FI003672,F017,C093,68,2,4,66,62,2027-01-01,19.90
FI003673,F017,C095,108,8,8,100,92,2027-01-01,20.80
FI003674,F017,C097,39,0,2,39,37,2027-01-01,21.70
FI003675,F017,C099,27,0,2,27,25,2027-01-01,22.60
FI003676,F017,C102,19,1,2,18,16,2027-01-01,1.45
FI003677,F017,C106,32,2,2,30,28,2027-01-01,3.25
FI003678,F017,C111,12,0,2,12,10,2027-01-01,5.50
FI003679,F017,C112,72,2,4,70,66,2027-01-01,5.95
FI003680,F017,C114,0,0,0,0,0,2027-01-01,6.85
FI003681,F017,C115,17,2,2,15,13,2027-01-01,7.30
FI003682,F017,C121,18,1,2,17,15,2027-01-01,10.00
FI003683,F017,C123,17,2,2,15,13,2027-01-01,10.90
FI003684,F017,C124,0,0,0,0,0,2027-01-01,11.35
FI003685,F017,C125,28,2,4,26,22,2027-01-01,11.80
FI003686,F017,C126,40,0,2,40,38,2027-01-01,12.25
FI003687,F017,C128,148,0,8,148,140,2027-01-01,13.15
FI003688,F017,C130,66,4,4,62,58,2027-01-01,14.05
FI003689,F017,C131,148,0,8,148,140,2027-01-01,14.50
FI003690,F017,C132,28,1,2,27,25,2027-01-01,14.95
FI003691,F017,C133,38,0,2,38,36,2027-01-01,15.40
FI003692,F017,C138,80,2,4,78,74,2027-01-01,17.65
FI003693,F017,C139,22,1,2,21,19,2027-01-01,18.10
FI003694,F017,C143,96,4,8,92,84,2027-01-01,19.90
FI003695,F017,C144,36,2,4,34,30,2027-01-01,20.35
FI003696,F017,C145,29,0,2,29,27,2027-01-01,20.80
FI003697,F017,C149,36,0,2,36,34,2027-01-01,22.60
FI003698,F017,C150,44,0,4,44,40,2027-01-01,23.05
FI003699,F017,C153,26,2,2,24,22,2027-01-01,1.90
FI003700,F017,C155,60,2,4,58,54,2027-01-01,2.80
FI003701,F017,C157,12,2,2,10,8,2027-01-01,3.70
FI003702,F017,C158,62,4,4,58,54,2027-01-01,4.15
FI003703,F017,C160,54,0,4,54,50,2027-01-01,5.05
FI003704,F017,C165,136,0,8,136,128,2027-01-01,7.30
FI003705,F017,C166,48,4,8,44,36,2027-01-01,7.75
FI003706,F017,C169,18,2,2,16,14,2027-01-01,9.10
FI003707,F017,C171,32,2,2,30,28,2027-01-01,10.00
FI003708,F017,C176,13,0,2,13,11,2027-01-01,12.25
FI003709,F017,C179,37,2,2,35,33,2027-01-01,13.60
FI003710,F017,C180,35,2,2,33,31,2027-01-01,14.05
FI003711,F017,C183,33,0,2,33,31,2027-01-01,15.40
FI003712,F017,C185,13,2,2,11,9,2027-01-01,16.30
FI003713,F017,C186,28,4,4,24,20,2027-01-01,16.75
FI003714,F017,C187,50,0,4,50,46,2027-01-01,17.20
FI003715,F017,C188,92,8,8,84,76,2027-01-01,17.65
FI003716,F017,C192,40,2,2,38,36,2027-01-01,19.45
FI003717,F017,C197,68,0,4,68,64,2027-01-01,21.70
FI003718,F017,C199,44,4,4,40,36,2027-01-01,22.60
FI003719,F017,C203,62,2,4,60,56,2027-01-01,1.90
FI003720,F017,C208,39,2,2,37,35,2027-01-01,4.15
FI003721,F017,C210,66,0,4,66,62,2027-01-01,5.05
FI003722,F017,C213,15,2,2,13,11,2027-01-01,6.40
FI003723,F017,C214,40,2,4,38,34,2027-01-01,6.85
FI003724,F017,C215,22,1,2,21,19,2027-01-01,7.30
FI003725,F017,C219,62,4,4,58,54,2027-01-01,9.10
FI003726,F017,C229,60,4,4,56,52,2027-01-01,13.60
FI003727,F017,C233,21,1,2,20,18,2027-01-01,15.40
FI003728,F017,C235,72,0,4,72,68,2027-01-01,16.30
FI003729,F017,C236,19,0,2,19,17,2027-01-01,16.75
FI003730,F017,C237,56,2,4,54,50,2027-01-01,17.20
FI003731,F017,C240,52,0,4,52,48,2027-01-01,18.55
FI003732,F017,C241,60,0,8,60,52,2027-01-01,19.00
FI003733,F017,C242,39,2,2,37,35,2027-01-01,19.45
FI003734,F017,C244,25,2,2,23,21,2027-01-01,20.35
FI003735,F017,C245,66,0,4,66,62,2027-01-01,20.80
FI003736,F017,C246,64,0,4,64,60,2027-01-01,21.25
FI003737,F017,C251,26,4,4,22,18,2027-01-01,1.00
FI003738,F017,C255,76,4,8,72,64,2027-01-01,2.80
FI003739,F017,C257,32,0,2,32,30,2027-01-01,3.70
FI003740,F017,C258,44,4,4,40,36,2027-01-01,4.15
FI003741,F017,C261,34,0,2,34,32,2027-01-01,5.50
FI003742,F017,C262,0,0,0,0,0,2027-01-01,5.95
